,title,artist,region,year,stream,Rank
2430,Jättiläinen,"Pyhimys, Aksel Kankaanranta",Finland,2018,10645556,1
2431,Popkorni,JVG,Finland,2018,9793001,2
2432,Kevät,"Adi L Hasla, Pihlaja",Finland,2018,8415386,3
2433,XTC,"Lukas Leon, Cheek, Etta",Finland,2018,8295193,4
2434,Solmussa (feat. BEHM),Pikku G,Finland,2018,8230137,5
2435,Solo (feat. Demi Lovato),Clean Bandit,Finland,2018,8195906,6
2436,Rikkinäinen Prinsessa,Nikke Ankara,Finland,2018,8186811,7
2437,Better Now,Post Malone,Finland,2018,7765219,8
2438,SAD!,XXXTENTACION,Finland,2018,7230458,9
2439,Monaco,Aste,Finland,2018,6504494,10
2440,Roller,Apache 207,Germany,2019,105796974,1
2441,Dance Monkey,Tones And I,Germany,2019,84712312,2
2442,Vermissen (feat. Henning May),Juju,Germany,2019,83769066,3
2443,Tilidin,"Capital Bra, Samra",Germany,2019,70252332,4
2444,Wieder Lila,"Samra, Capital Bra",Germany,2019,69419256,5
2445,bad guy,Billie Eilish,Germany,2019,68580574,6
2446,Señorita,"Shawn Mendes, Camila Cabello",Germany,2019,68105088,7
2447,Prinzessa,Capital Bra,Germany,2019,64218125,8
2448,110,"Capital Bra, Samra, LEA",Germany,2019,64096031,9
2449,Cherry Lady,Capital Bra,Germany,2019,59881352,10
2450,drivers license,Olivia Rodrigo,Global,2021,1166101369,1
2451,STAY (with Justin Bieber),The Kid LAROI,Global,2021,1165565254,2
2452,MONTERO (Call Me By Your Name),Lil Nas X,Global,2021,1129254815,3
2453,good 4 u,Olivia Rodrigo,Global,2021,1099668470,4
2454,Levitating (feat. DaBaby),Dua Lipa,Global,2021,959583593,5
2455,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Global,2021,936248053,6
2456,Kiss Me More (feat. SZA),Doja Cat,Global,2021,906096734,7
2457,Blinding Lights,The Weeknd,Global,2021,873374184,8
2458,Heat Waves,Glass Animals,Global,2021,868960351,9
2459,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,Global,2021,823556983,10
2460,Caliente,"Mente Fuerte, Hawk, Baghdad",Greece,2019,5033329,1
2461,Mama?,"Sin Boy, Mad Clip, Ypo, iLLEOo",Greece,2019,3856351,2
2462,Stars,"TOQUEL, Light",Greece,2019,2748685,3
2463,Senorita,"SNIK, Tamta",Greece,2019,2745899,4
2464,Business,TOQUEL,Greece,2019,2601580,5
2465,Deja Vu,"Hawk, Sapranov",Greece,2019,2483877,6
2466,Netflix,"TOQUEL, Hawk",Greece,2019,2346516,7
2467,7 rings,Ariana Grande,Greece,2019,2281021,8
2468,De Me Theloun,Fy,Greece,2019,2219019,9
2469,bad guy,Billie Eilish,Greece,2019,2067758,10
2470,DÁKITI,"Bad Bunny, Jhay Cortez",Guatemala,2021,10796559,1
2471,Yonaguni,Bad Bunny,Guatemala,2021,9212174,2
2472,Bandido,"Myke Towers, Juhn",Guatemala,2021,8447917,3
2473,Todo De Ti,Rauw Alejandro,Guatemala,2021,8170426,4
2474,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Guatemala,2021,8097634,5
2475,Fiel,"Los Legendarios, Wisin, Jhay Cortez",Guatemala,2021,7987948,6
2476,Botella Tras Botella,"Gera MX, Christian Nodal",Guatemala,2021,7597438,7
2477,Reloj,"Rauw Alejandro, Anuel AA",Guatemala,2021,6275506,8
2478,BICHOTA,KAROL G,Guatemala,2021,6092377,9
2479,Pareja Del Año,"Sebastian Yatra, Myke Towers",Guatemala,2021,6073086,10
2480,Callaita,"Bad Bunny, Tainy",Honduras,2019,2587708,1
2481,LA CANCIÓN,"J Balvin, Bad Bunny",Honduras,2019,2398314,2
2482,Otro Trago,"Sech, Darell",Honduras,2019,2175907,3
2483,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Honduras,2019,1975696,4
2484,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Honduras,2019,1967049,5
2485,Calma - Remix,"Pedro Capó, Farruko",Honduras,2019,1892500,6
2486,Con Calma,"Daddy Yankee, Snow",Honduras,2019,1866535,7
2487,Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",Honduras,2019,1820664,8
2488,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",Honduras,2019,1811463,9
2489,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Honduras,2019,1787000,10
2490,Shape of You,Ed Sheeran,Hungary,2017,3479411,1
2491,Believer,Imagine Dragons,Hungary,2017,1956884,2
2492,It Ain't Me (with Selena Gomez),Kygo,Hungary,2017,1830406,3
2493,More Than You Know,Axwell /\ Ingrosso,Hungary,2017,1664837,4
2494,Thunder,Imagine Dragons,Hungary,2017,1660032,5
2495,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Hungary,2017,1648920,6
2496,Something Just Like This,"The Chainsmokers, Coldplay",Hungary,2017,1585294,7
2497,Despacito (Featuring Daddy Yankee),Luis Fonsi,Hungary,2017,1573703,8
2498,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Hungary,2017,1393605,9
2499,Symphony (feat. Zara Larsson),Clean Bandit,Hungary,2017,1387297,10
2500,2002,Anne-Marie,Indonesia,2018,19206728,1
2501,Girls Like You (feat. Cardi B),Maroon 5,Indonesia,2018,18271444,2
2502,You Are The Reason,Calum Scott,Indonesia,2018,17512109,3
2503,IDGAF,Dua Lipa,Indonesia,2018,16828173,4
2504,FRIENDS,"Marshmello, Anne-Marie",Indonesia,2018,16782463,5
2505,Best Part (feat. Daniel Caesar),H.E.R.,Indonesia,2018,16593765,6
2506,DDU-DU DDU-DU - KR Ver.,BLACKPINK,Indonesia,2018,16359790,7
2507,Dengan Caraku,"Arsy Widianto, Brisia Jodie",Indonesia,2018,16187871,8
2508,The Middle,"Zedd, Maren Morris, Grey",Indonesia,2018,15778582,9
2509,Teman Bahagia,Jaz,Indonesia,2018,15604950,10
2510,È sempre bello,Coez,Italy,2019,67477015,1
2511,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)",Charlie Charles,Italy,2019,64967753,2
2512,Una volta ancora (feat. Ana Mena),Fred De Palma,Italy,2019,64124509,3
2513,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,Italy,2019,62674824,4
2514,Soldi,Mahmood,Italy,2019,59297653,5
2515,Per Un Milione,Boomdabash,Italy,2019,57127197,6
2516,I Tuoi Particolari,Ultimo,Italy,2019,52999563,7
2517,Calma - Remix,"Pedro Capó, Farruko",Italy,2019,52689709,8
2518,Con Calma,"Daddy Yankee, Snow",Italy,2019,51466767,9
2519,Lento,"Boro Boro, Don Joe, MamboLosco",Italy,2019,48963190,10
2520,Blinding Lights,The Weeknd,Latvia,2020,1380738,1
2521,Roses - Imanbek Remix,SAINt JHN,Latvia,2020,1207105,2
2522,The Box,Roddy Ricch,Latvia,2020,1101829,3
2523,Watermelon Sugar,Harry Styles,Latvia,2020,847843,4
2524,Falling,Trevor Daniel,Latvia,2020,816699,5
2525,ROCKSTAR (feat. Roddy Ricch),DaBaby,Latvia,2020,782474,6
2526,Blueberry Faygo,Lil Mosey,Latvia,2020,738792,7
2527,Circles,Post Malone,Latvia,2020,695668,8
2528,everything i wanted,Billie Eilish,Latvia,2020,685936,9
2529,HIGHEST IN THE ROOM,Travis Scott,Latvia,2020,681130,10
2530,ZITTI E BUONI,Måneskin,Lithuania,2021,1955137,1
2531,I WANNA BE YOUR SLAVE,Måneskin,Lithuania,2021,1617005,2
2532,Beggin',Måneskin,Lithuania,2021,1415592,3
2533,Heat Waves,Glass Animals,Lithuania,2021,1371385,4
2534,Kunigunda,Vaidas Baumila,Lithuania,2021,1246000,5
2535,MONTERO (Call Me By Your Name),Lil Nas X,Lithuania,2021,1220779,6
2536,Rugpjūtis,"Justinas Jarutis, Jessica Shy",Lithuania,2021,1090829,7
2537,The Business,Tiësto,Lithuania,2021,1062586,8
2538,Bad Habits,Ed Sheeran,Lithuania,2021,1060630,9
2539,Rampampam,Minelli,Lithuania,2021,1056079,10
2540,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Mexico,2018,99626781,1
2541,Bella,Wolfine,Mexico,2018,95555827,2
2542,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Mexico,2018,90265319,3
2543,Me Niego (feat. Ozuna & Wisin),Reik,Mexico,2018,86978535,4
2544,X,"Nicky Jam, J Balvin",Mexico,2018,84555467,5
2545,To My Love - Tainy Remix,Bomba Estéreo,Mexico,2018,76523001,6
2546,Criminal,"Natti Natasha, Ozuna",Mexico,2018,68895517,7
2547,Dembow,Danny Ocean,Mexico,2018,67217058,8
2548,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,Mexico,2018,64953309,9
2549,Sin Pijama,"Becky G, Natti Natasha",Mexico,2018,61817405,10
2550,Tusa,"KAROL G, Nicki Minaj",Panama,2020,3667195,1
2551,Ignorantes,"Bad Bunny, Sech",Panama,2020,3177274,2
2552,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Panama,2020,3100332,3
2553,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Panama,2020,2872495,4
2554,Relación,Sech,Panama,2020,2729043,5
2555,Rojo,J Balvin,Panama,2020,2699464,6
2556,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Panama,2020,2669502,7
2557,Hawái,Maluma,Panama,2020,2657012,8
2558,Vete,Bad Bunny,Panama,2020,2647098,9
2559,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Panama,2020,2645510,10
2560,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Peru,2018,20055583,1
2561,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Peru,2018,19237052,2
2562,Me Niego (feat. Ozuna & Wisin),Reik,Peru,2018,17655904,3
2563,Por Perro,"Sebastian Yatra, Luis Figueroa, Lary Over",Peru,2018,16455492,4
2564,Sin Pijama,"Becky G, Natti Natasha",Peru,2018,15993352,5
2565,X,"Nicky Jam, J Balvin",Peru,2018,15149191,6
2566,Vaina Loca,"Ozuna, Manuel Turizo",Peru,2018,14633101,7
2567,La player (Bandolera),Zion & Lennox,Peru,2018,14587034,8
2568,Te Amo,"Piso 21, Paulo Londra",Peru,2018,14101213,9
2569,Cuando Te Besé,"Becky G, Paulo Londra",Peru,2018,13808612,10
2570,Todo De Ti,Rauw Alejandro,Peru,2021,27772612,1
2571,Bandido,"Myke Towers, Juhn",Peru,2021,24438476,2
2572,DÁKITI,"Bad Bunny, Jhay Cortez",Peru,2021,23668848,3
2573,Yonaguni,Bad Bunny,Peru,2021,23143166,4
2574,Pareja Del Año,"Sebastian Yatra, Myke Towers",Peru,2021,22433113,5
2575,Fiel,"Los Legendarios, Wisin, Jhay Cortez",Peru,2021,21197572,6
2576,Qué Más Pues?,"J Balvin, Maria Becerra",Peru,2021,20832953,7
2577,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Peru,2021,19791044,8
2578,Miénteme,"TINI, Maria Becerra",Peru,2021,17903466,9
2579,BICHOTA,KAROL G,Peru,2021,17593068,10
2580,BUBBLETEA,"Quebonafide, Duit, Daria Zawiałow",Poland,2020,25775550,1
2581,Blinding Lights,The Weeknd,Poland,2020,24100642,2
2582,100 dni do matury,Mata,Poland,2020,18445477,3
2583,Roses - Imanbek Remix,SAINt JHN,Poland,2020,18195774,4
2584,Szampan,sanah,Poland,2020,17981390,5
2585,Patointeligencja,Mata,Poland,2020,17060210,6
2586,GOMBAO 33,"Mata, Wyguś, Szczepan, Adam",Poland,2020,16539689,7
2587,VOGUE,"Bedoes, Lanek",Poland,2020,16538458,8
2588,Billy Kid,"Reto, Kubi Producent",Poland,2020,16507488,9
2589,TOKYO2020,"Quebonafide, Taco Hemingway",Poland,2020,16269740,10
2590,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",United States,2019,389059531,1
2591,Wow.,Post Malone,United States,2019,297846574,2
2592,7 rings,Ariana Grande,United States,2019,280698165,3
2593,MIDDLE CHILD,J. Cole,United States,2019,277704991,4
2594,bad guy,Billie Eilish,United States,2019,266782562,5
2595,Going Bad (feat. Drake),Meek Mill,United States,2019,242889031,6
2596,Truth Hurts,Lizzo,United States,2019,239980228,7
2597,Ransom,Lil Tecca,United States,2019,214034982,8
2598,Drip Too Hard (Lil Baby & Gunna),Lil Baby,United States,2019,208752215,9
2599,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,United States,2019,205758012,10
2600,Señorita,"Shawn Mendes, Camila Cabello",Vietnam,2019,4973480,1
2601,Hãy Trao Cho Anh,"Sơn Tùng M-TP, Snoop Dogg",Vietnam,2019,3260147,2
2602,7 rings,Ariana Grande,Vietnam,2019,3174458,3
2603,Bài Này Chill Phết,"Đen, MIN",Vietnam,2019,2872979,4
2604,Boy With Luv (feat. Halsey),BTS,Vietnam,2019,2863266,5
2605,Let Me Down Slowly,Alec Benjamin,Vietnam,2019,2740972,6
2606,bad guy,Billie Eilish,Vietnam,2019,2585126,7
2607,Mượn Rượu Tỏ Tình,"BigDaddy, Emily",Vietnam,2019,2395219,8
2608,Without Me,Halsey,Vietnam,2019,2295511,9
2609,Anh Đếch Cần Gì Nhiều Ngoài Em,"Đen, Thành Đồng, Vũ.",Vietnam,2019,2213711,10
2610,Tusa,"KAROL G, Nicki Minaj",Argentina,2020,64214581,1
2611,Hawái,Maluma,Argentina,2020,54551709,2
2612,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Argentina,2020,44966936,3
2613,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Argentina,2020,41701773,4
2614,Tattoo - Remix with Camilo,Rauw Alejandro,Argentina,2020,41376888,5
2615,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Argentina,2020,41296142,6
2616,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",Argentina,2020,38810476,7
2617,Caramelo,Ozuna,Argentina,2020,38639564,8
2618,Dance Monkey,Tones And I,Argentina,2020,38342440,9
2619,Favorito,Camilo,Argentina,2020,37631902,10
2620,Miénteme,"TINI, Maria Becerra",Argentina,2021,68688945,1
2621,Qué Más Pues?,"J Balvin, Maria Becerra",Argentina,2021,60458146,2
2622,Todo De Ti,Rauw Alejandro,Argentina,2021,58315939,3
2623,Bandido,"Myke Towers, Juhn",Argentina,2021,57223713,4
2624,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,Argentina,2021,55127918,5
2625,Como Si No Importara,"Emilia, Duki",Argentina,2021,51050343,6
2626,2:50 Remix,"MYA, TINI, Duki",Argentina,2021,48900530,7
2627,L-Gante Rkt,"Papu DJ, L-Gante",Argentina,2021,48236754,8
2628,Entre Nosotros,"Tiago PZK, LIT killah",Argentina,2021,47715100,9
2629,DÁKITI,"Bad Bunny, Jhay Cortez",Argentina,2021,47688588,10
2630,Señorita,"Shawn Mendes, Camila Cabello",Bulgaria,2019,584978,1
2631,bad guy,Billie Eilish,Bulgaria,2019,539292,2
2632,7 rings,Ariana Grande,Bulgaria,2019,447374,3
2633,Bravo,Itzo Hazarta,Bulgaria,2019,372862,4
2634,Imam Chovek,"Itzo Hazarta, Homelesz",Bulgaria,2019,353171,5
2635,I Don't Care (with Justin Bieber),Ed Sheeran,Bulgaria,2019,344941,6
2636,Dance Monkey,Tones And I,Bulgaria,2019,338197,7
2637,HIGHEST IN THE ROOM,Travis Scott,Bulgaria,2019,313861,8
2638,Gladen,Itzo Hazarta,Bulgaria,2019,309751,9
2639,Beautiful People (feat. Khalid),Ed Sheeran,Bulgaria,2019,271218,10
2640,Me Rehúso,Danny Ocean,Chile,2017,42467503,1
2641,Despacito (Featuring Daddy Yankee),Luis Fonsi,Chile,2017,35645926,2
2642,Shape of You,Ed Sheeran,Chile,2017,29135735,3
2643,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,Chile,2017,28638376,4
2644,Escápate Conmigo,"Wisin, Ozuna",Chile,2017,28610100,5
2645,Felices los 4,Maluma,Chile,2017,28256476,6
2646,Otra vez (feat. J Balvin),Zion & Lennox,Chile,2017,27970590,7
2647,Ahora Dice,"Chris Jedi, J Balvin, Ozuna, Arcangel",Chile,2017,25738817,8
2648,El Amante,Nicky Jam,Chile,2017,24372568,9
2649,Reggaetón Lento (Bailemos),CNCO,Chile,2017,23683593,10
2650,Mina Ka,"nublu, Reket",Estonia,2018,802214,1
2651,öölaps!,nublu,Estonia,2018,651474,2
2652,In My Mind,"Dynoro, Gigi D'Agostino",Estonia,2018,472568,3
2653,Better Now,Post Malone,Estonia,2018,427230,4
2654,Nevermind,Dennis Lloyd,Estonia,2018,421603,5
2655,Lucid Dreams,Juice WRLD,Estonia,2018,411860,6
2656,SAD!,XXXTENTACION,Estonia,2018,411270,7
2657,2 Quick Start,nublu,Estonia,2018,359091,8
2658,I Got Love,"MiyaGi & Endspiel, Rem Digga",Estonia,2018,344140,9
2659,Eastside (with Halsey & Khalid),benny blanco,Estonia,2018,324335,10
2660,Blinding Lights,The Weeknd,France,2020,65948733,1
2661,Angela,Hatik,France,2020,57604745,2
2662,Ne reviens pas,"Gradur, Heuss L'enfoiré",France,2020,54890293,3
2663,Lettre à une femme,Ninho,France,2020,53204414,4
2664,Distant,"Maes, Ninho",France,2020,50982199,5
2665,Blanche,"Maes, Booba",France,2020,50337205,6
2666,Djomb - Bien ou quoi,Bosh,France,2020,48784868,7
2667,6.3,"Naps, Ninho",France,2020,47181880,8
2668,Grand bain,"Dadju, Ninho",France,2020,46902800,9
2669,Roses - Imanbek Remix,SAINt JHN,France,2020,46530857,10
2670,Shape of You,Ed Sheeran,Germany,2017,96505235,1
2671,Unforgettable,"French Montana, Swae Lee",Germany,2017,53137894,2
2672,More Than You Know,Axwell /\ Ingrosso,Germany,2017,52811048,3
2673,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Germany,2017,50291288,4
2674,Was du Liebe nennst,Bausa,Germany,2017,48302141,5
2675,Thunder,Imagine Dragons,Germany,2017,47571981,6
2676,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Germany,2017,47146669,7
2677,Something Just Like This,"The Chainsmokers, Coldplay",Germany,2017,44316600,8
2678,Ohne mein Team,"Bonez MC, RAF Camora, Maxwell",Germany,2017,42574100,9
2679,Despacito (Featuring Daddy Yankee),Luis Fonsi,Germany,2017,42373477,10
2680,Señorita,"Shawn Mendes, Camila Cabello",Global,2019,1070267706,1
2681,bad guy,Billie Eilish,Global,2019,1052358787,2
2682,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Global,2019,986906846,3
2683,7 rings,Ariana Grande,Global,2019,961361480,4
2684,Someone You Loved,Lewis Capaldi,Global,2019,823780323,5
2685,I Don't Care (with Justin Bieber),Ed Sheeran,Global,2019,818346388,6
2686,Dance Monkey,Tones And I,Global,2019,764208309,7
2687,Wow.,Post Malone,Global,2019,751530434,8
2688,Con Calma,"Daddy Yankee, Snow",Global,2019,715027898,9
2689,Shallow,"Lady Gaga, Bradley Cooper",Global,2019,714097238,10
2690,Shape of You,Ed Sheeran,Hong Kong,2017,4960383,1
2691,Something Just Like This,"The Chainsmokers, Coldplay",Hong Kong,2017,3797155,2
2692,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Hong Kong,2017,3051308,3
2693,Closer,"The Chainsmokers, Halsey",Hong Kong,2017,2571788,4
2694,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Hong Kong,2017,2430398,5
2695,Paris,The Chainsmokers,Hong Kong,2017,2411001,6
2696,Attention,Charlie Puth,Hong Kong,2017,2410152,7
2697,Stay (with Alessia Cara),Zedd,Hong Kong,2017,2284206,8
2698,It Ain't Me (with Selena Gomez),Kygo,Hong Kong,2017,2207437,9
2699,長相廝守,ToNick,Hong Kong,2017,2156998,10
2700,bad guy,Billie Eilish,Iceland,2019,1667513,1
2701,Shallow,"Lady Gaga, Bradley Cooper",Iceland,2019,1411990,2
2702,Sorry Mamma,"Herra Hnetusmjör, Huginn",Iceland,2019,1110331,3
2703,Klakar,"Herra Hnetusmjör, Huginn",Iceland,2019,1083891,4
2704,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Iceland,2019,1065580,5
2705,Señorita,"Shawn Mendes, Camila Cabello",Iceland,2019,1057212,6
2706,Upp Til Hópa,"Herra Hnetusmjör, Ingi Bauer",Iceland,2019,1033732,7
2707,Enginn eins og þú,Auður,Iceland,2019,1012899,8
2708,Dance Monkey,Tones And I,Iceland,2019,987694,9
2709,I Don't Care (with Justin Bieber),Ed Sheeran,Iceland,2019,969674,10
2710,Shape of You,Ed Sheeran,Indonesia,2017,21158042,1
2711,Something Just Like This,"The Chainsmokers, Coldplay",Indonesia,2017,16545355,2
2712,Attention,Charlie Puth,Indonesia,2017,14242004,3
2713,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Indonesia,2017,14206284,4
2714,That's What I Like,Bruno Mars,Indonesia,2017,13733107,5
2715,Perfect,Ed Sheeran,Indonesia,2017,13351028,6
2716,Akad,Payung Teduh,Indonesia,2017,13348536,7
2717,Symphony (feat. Zara Larsson),Clean Bandit,Indonesia,2017,12687088,8
2718,New Rules,Dua Lipa,Indonesia,2017,12546563,9
2719,Say You Won't Let Go,James Arthur,Indonesia,2017,12053377,10
2720,Someone You Loved,Lewis Capaldi,Indonesia,2020,55527090,1
2721,Pura Pura Lupa,Mahen,Indonesia,2020,54917557,2
2722,Secukupnya,Hindia,Indonesia,2020,53854878,3
2723,One Only,Pamungkas,Indonesia,2020,48209211,4
2724,Sunday Best,Surfaces,Indonesia,2020,43208443,5
2725,Memories,Maroon 5,Indonesia,2020,42875243,6
2726,death bed (coffee for your head),"Powfu, beabadoobee",Indonesia,2020,42547671,7
2727,Waktu Yang Salah,"Fiersa Besari, Thantri Sundari",Indonesia,2020,40578769,8
2728,Before You Go,Lewis Capaldi,Indonesia,2020,39683039,9
2729,Lebih Dari Egoku,Mawar de Jongh,Indonesia,2020,39428199,10
2730,malibu,sangiovanni,Italy,2021,91551499,1
2731,MI FAI IMPAZZIRE,"BLANCO, Sfera Ebbasta",Italy,2021,82372346,2
2732,Notti In Bianco,BLANCO,Italy,2021,77180597,3
2733,NUOVO RANGE (con SFERA EBBASTA),"Rkomi, Junior K",Italy,2021,69908985,4
2734,LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO),MACE,Italy,2021,61270698,5
2735,lady,sangiovanni,Italy,2021,60524929,6
2736,ZITTI E BUONI,Måneskin,Italy,2021,57625867,7
2737,MILLE (feat. Orietta Berti),"Fedez, Achille Lauro",Italy,2021,55099687,8
2738,PARTIRE DA TE,Rkomi,Italy,2021,53140814,9
2739,Paraocchi,BLANCO,Italy,2021,49832239,10
2740,One Kiss (with Dua Lipa),Calvin Harris,Lithuania,2018,567830,1
2741,Nevermind,Dennis Lloyd,Lithuania,2018,564020,2
2742,In My Mind,"Dynoro, Gigi D'Agostino",Lithuania,2018,537957,3
2743,Better Now,Post Malone,Lithuania,2018,506835,4
2744,Solo (feat. Demi Lovato),Clean Bandit,Lithuania,2018,473187,5
2745,Youngblood,5 Seconds of Summer,Lithuania,2018,456418,6
2746,Promises (with Sam Smith),"Calvin Harris, Jessie Reyez",Lithuania,2018,426132,7
2747,SAD!,XXXTENTACION,Lithuania,2018,415165,8
2748,Lucid Dreams,Juice WRLD,Lithuania,2018,381761,9
2749,Shallow,"Lady Gaga, Bradley Cooper",Lithuania,2018,344730,10
2750,bad guy,Billie Eilish,Lithuania,2019,1419932,1
2751,Dance Monkey,Tones And I,Lithuania,2019,1193067,2
2752,Señorita,"Shawn Mendes, Camila Cabello",Lithuania,2019,922171,3
2753,7 rings,Ariana Grande,Lithuania,2019,695817,4
2754,Someone You Loved,Lewis Capaldi,Lithuania,2019,624406,5
2755,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Lithuania,2019,610953,6
2756,Piece Of Your Heart,"MEDUZA, Goodboys",Lithuania,2019,606166,7
2757,Beautiful People (feat. Khalid),Ed Sheeran,Lithuania,2019,593469,8
2758,when the party's over,Billie Eilish,Lithuania,2019,585449,9
2759,I Don't Care (with Justin Bieber),Ed Sheeran,Lithuania,2019,584203,10
2760,Me Rehúso,Danny Ocean,Mexico,2017,127468959,1
2761,Despacito (Featuring Daddy Yankee),Luis Fonsi,Mexico,2017,99063182,2
2762,Felices los 4,Maluma,Mexico,2017,95915933,3
2763,Shape of You,Ed Sheeran,Mexico,2017,86326454,4
2764,Una Lady Como Tú,Manuel Turizo,Mexico,2017,74311063,5
2765,Escápate Conmigo,"Wisin, Ozuna",Mexico,2017,69892610,6
2766,Otra vez (feat. J Balvin),Zion & Lennox,Mexico,2017,66227010,7
2767,El Amante,Nicky Jam,Mexico,2017,65395852,8
2768,Ahora Dice,"Chris Jedi, J Balvin, Ozuna, Arcangel",Mexico,2017,65039897,9
2769,Bonita,"J Balvin, Jowell & Randy",Mexico,2017,64300659,10
2770,Shape of You,Ed Sheeran,New Zealand,2017,13059747,1
2771,HUMBLE.,Kendrick Lamar,New Zealand,2017,8324161,2
2772,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",New Zealand,2017,8280293,3
2773,Castle on the Hill,Ed Sheeran,New Zealand,2017,7062677,4
2774,That's What I Like,Bruno Mars,New Zealand,2017,6640076,5
2775,rockstar,"Post Malone, 21 Savage",New Zealand,2017,6453075,6
2776,Thunder,Imagine Dragons,New Zealand,2017,6346134,7
2777,Location,Khalid,New Zealand,2017,6130484,8
2778,Congratulations,"Post Malone, Quavo",New Zealand,2017,6031741,9
2779,Galway Girl,Ed Sheeran,New Zealand,2017,5994808,10
2780,Shape of You,Ed Sheeran,Norway,2017,30840421,1
2781,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Norway,2017,29766066,2
2782,It Ain't Me (with Selena Gomez),Kygo,Norway,2017,23947997,3
2783,Fy Faen,"Hkeem, Temur",Norway,2017,20515939,4
2784,Tuesday,"Burak Yeter, Danelle Sandoval",Norway,2017,17162177,5
2785,Summer Air,ItaloBrothers,Norway,2017,16932481,6
2786,Issues,Julia Michaels,Norway,2017,16410235,7
2787,Symphony (feat. Zara Larsson),Clean Bandit,Norway,2017,15714792,8
2788,Scared to Be Lonely,"Martin Garrix, Dua Lipa",Norway,2017,15491317,9
2789,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Norway,2017,15320372,10
2790,Al Mafrood,Aseel Hameem,Saudi Arabia,2019,3228707,1
2791,Señorita,"Shawn Mendes, Camila Cabello",Saudi Arabia,2019,1538166,2
2792,Waed Menni,Rahma Riad,Saudi Arabia,2019,1464609,3
2793,La Ya Qalb,Raad And Methaq,Saudi Arabia,2019,1380833,4
2794,Sah Alnomaa,Husam Al Rassam,Saudi Arabia,2019,1287236,5
2795,بلوه غيابك,Assala Al Magdi,Saudi Arabia,2019,1258266,6
2796,bad guy,Billie Eilish,Saudi Arabia,2019,1237167,7
2797,Dance Monkey,Tones And I,Saudi Arabia,2019,1235630,8
