,title,artist,date,n
3181,Tipo Gin - Ao Vivo,MC Kevin o Chris,2021-05,3
3182,Mporei,"Mad Clip, Eleni Foureira, Skive",2021-05,3
3183,Le temps,Tayc,2021-02,3
3184,神奇的糊塗魔藥,Terence Lam,2021-03,3
3185,SCHMETTERLING,Luciano,2021-06,3
3186,Makina,UZI,2021-03,3
3187,CTRL,Marwan Pablo,2021-03,3
3188,BLESSED (feat. Capital Bra),Cro,2021-04,3
3189,Batal L3alam,7liwa,2021-06,3
3190,"Er Her (Artigeardit, KESI)",Artigeardit,2021-05,3
3191,Thích Em Hơi Nhiều,Wren Evans,2021-06,3
3192,"Não, Não Vou",Mari Fernandez,2021-06,3
3193,Complicated (feat. Kiiara),"Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas",2017-10,3
3194,Here With You,"Lost Frequencies, Netsky",2017-09,3
3195,CAMRY 3.5,SLAVA MARLOW,2021-06,3
3196,Vuelve,"Daddy Yankee, Bad Bunny",2017-11,3
3197,TDB,OBOY,2021-11,3
3198,RAPINBOX Vol.1,Gleb,2021-11,3
3199,Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-11,3
3200,ONLY,LeeHi,2021-10,3
3201,Ik Ga Zwemmen,Mart Hoogkamer,2021-09,3
3202,Peroxid 2,Pil C,2017-11,3
3203,Op Me Monnie,Famke Louise,2017-11,3
3204,Plāksteris,"Singapūras Satīns, Samanta Tina",2021-10,3
3205,Bad Habits,Ed Sheeran,2021-09,3
3206,One Right Now (with The Weeknd),Post Malone,2021-11,3
3207,New Rules,Dua Lipa,2017-11,3
3208,Stroj,"Peter Pann, Separ, Kali",2021-08,3
3209,Butter,BTS,2021-10,3
3210,Funeral,"Immune, Chico Beatz",2021-11,3
3211,13. komnata,Nik Tendo,2021-08,3
3212,Vodka,Apache 207,2021-10,3
3213,Petite fille,Booba,2017-12,3
3214,Fixette - Bonus,Ziak,2021-11,3
3215,Titibo-Tibo,Moira Dela Torre,2017-12,3
3216,Love Me Like That,Sam Kim,2021-08,3
3217,Kalby Jobarny - Live,Yasser Abd El Wahab,2021-09,3
3218,Já ég veit,"Birnir, Herra Hnetusmjör",2017-12,3
3219,Time Time,"Trei Degete, Squeezie, Myd, KronoMuzik",2021-11,3
3220,Perfect,Ed Sheeran,2017-12,3
3221,La musica non c'è,Coez,2017-09,3
3222,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-11,3
3223,PERDONAMI,Salmo,2017-12,3
3224,Sny a Noční Můry (feat. Lvcas Dope & Nik Tendo),Yzomandias,2017-10,3
3225,Pes Tou,Dirty Harry,2021-10,3
3226,paris freestyle - skrilla remix,Pashanim,2021-10,3
3227,一表人才,"Edan 呂爵安, Feng Ze",2021-11,3
3228,Funeral,"Immune, Chico Beatz",2021-10,3
3229,Snjókorn falla,Laddi,2021-11,3
3230,Sklo,Viktor Sheen,2021-11,3
3231,Jour meilleur,Orelsan,2021-11,3
3232,Rossz esték,"ByeAlex és a Slepp, Manuel",2021-11,3
3233,Rolling in the Deep,Adele,2021-11,3
3234,Chairaggione (feat. Salmo),Nitro,2018-01,3
3235,love nwantiti (feat. ElGrande Toto) - North African Remix,"CKay, ElGrandeToto",2021-08,3
3236,New Rules,Dua Lipa,2017-12,3
3237,連名帶姓,A-Mei Chang,2018-01,3
3238,VACAXIONES,Feid,2021-10,3
3239,Popkorni,JVG,2017-12,3
3240,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2017-12,3
3241,LUPIN,MG,2021-10,3
3242,Mahvettim,cakal,2021-10,3
3243,Home for Christmas,Maria Mena,2017-12,3
3244,Chill,Inkonnu,2021-10,3
3245,Lo Malo - Operación Triunfo 2017,"Aitana, Ana Guerra",2018-01,3
3246,Ngixolele,"Busta 929, Boohle",2021-10,3
3247,Haltu Kjafti,"Birgir Hákon, M Can, Tommy",2020-05,2
3248,Hey Baby,"Dimitri Vegas & Like Mike, Diplo, Deb’s Daughter",2017-01,2
3249,Young & Heartless,Yasin,2020-06,2
3250,Sick Boy,The Chainsmokers,2018-03,2
3251,Vedän sut henkeen,Antti Tuisku,2018-02,2
3252,I Love...,Official HIGE DANdism,2020-05,2
3253,Safari,"J Balvin, Pharrell Williams, BIA, Sky",2017-01,2
3254,Pain 1993 (with Playboi Carti),Drake,2020-05,2
3255,Treinstation,Boef,2020-06,2
3256,Yanıyoruz,Burak King,2018-02,2
3257,Neinei,Attan,2017-02,2
3258,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",2020-05,2
3259,Võitmatu,Uudo Sepp,2018-06,2
3260,Hey Babe,Lion Rose,2018-03,2
3261,Colombiana (feat. Gilli),Sivas,2018-04,2
3262,em bỏ hút thuốc chưa?,"Bich Phuong, traitimtrongvang",2020-06,2
3263,2002,Anne-Marie,2018-05,2
3264,Supervoimii,Elastinen,2018-04,2
3265,This Is America,Childish Gambino,2018-06,2
3266,Rahan takii,Antti Tuisku,2017-02,2
3267,Perfect Week,Calin,2018-05,2
3268,Kennzeichen B-TK,"Capital Bra, King Khalil",2018-06,2
3269,Three Lions,"Baddiel, Skinner & Lightning Seeds",2018-07,2
3270,Waiting For Love,Avicii,2018-04,2
3271,Put Your Hands Up för Sverige (feat. Anis Don Demina),Samir & Viktor,2018-07,2
3272,DDU-DU DDU-DU,BLACKPINK,2018-07,2
3273,Snow On Tha Bluff,J. Cole,2020-06,2
3274,I Will Survive,Gloria Gaynor,2018-07,2
3275,Nera,Irama,2018-09,2
3276,Pablo,"Rvssian, Sfera Ebbasta",2018-08,2
3277,Largado As Traças - Acústico,Zé Neto & Cristiano,2018-03,2
3278,Ya No Tiene Novio,"Sebastian Yatra, Mau y Ricky",2018-10,2
3279,M.I.L.S 2.0,Ninho,2018-03,2
3280,Sommerkroppen,Mads Hansen,2018-05,2
3281,Sin Pijama,"Becky G, Natti Natasha",2018-05,2
3282,Cizí zeď,ONEMANSHOW Foundation,2018-10,2
3283,Din Din Din (Participação especial de MC Pupio e MC Doguinha),LUDMILLA,2018-08,2
3284,Funeral Song (Vain elämää kausi 9),Ellinoora,2018-09,2
3285,وناسه,DJ-MK,2020-06,2
3286,ErruDumEllaHvad,ICEKIID,2020-06,2
3287,Be Alright,Dean Lewis,2018-10,2
3288,Suasana Di Hari Raya,Anuar & Ellina,2020-05,2
3289,Shotgun,George Ezra,2018-06,2
3290,2002,Anne-Marie,2018-09,2
3291,شيلة العيد,معاذ الحربي,2020-05,2
3292,Darkside,"Alan Walker, Au/Ra, Tomine Harket",2018-07,2
3293,Flossin',Big Loso,2020-05,2
3294,她沒在看我,E.SO,2020-05,2
3295,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2019-01,2
3296,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,2018-07,2
3297,La dot,Aya Nakamura,2018-11,2
3298,Meu Abrigo,Melim,2018-08,2
3299,Trollin,Ego,2020-06,2
3300,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",2020-05,2
3301,Still - Recorded at Spotify Studios Stockholm,Hov1,2018-07,2
3302,Sogara,Afroto,2020-06,2
3303,Yhtenä sunnuntaina,Erin,2020-05,2
3304,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix","Feid, J Balvin, Justin Quiles",2020-06,2
3305,רחוק מכולם,Omer Adam,2018-11,2
3306,Estamos Bien,Bad Bunny,2018-06,2
3307,Tässäkö tää oli? (feat. Leavings-Orkesteri),Arttu Wiskari,2020-05,2
3308,U.S.A.,DA PUMP,2018-07,2
3309,Juon sut pois,Benjamin,2018-12,2
3310,Funky Friday,"Dave, Fredo",2018-11,2
3311,Kaunis koti,SANNI,2018-10,2
3312,Tempo,EXO,2018-11,2
3313,Toy Story,"Bedoes, Kubi Producent, Rafonix",2018-12,2
3314,יעשו לנו כבוד,Omer Adam,2019-05,2
3315,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",2019-01,2
3316,Me Gustaría,"Justin Quiles, Sech, Jowell & Randy",2018-12,2
3317,La Playa,Myke Towers,2019-05,2
3318,Veneno,Anitta,2018-11,2
3319,Inmortal,Aventura,2019-04,2
3320,Het Geluid,Lil Kleine,2019-04,2
3321,Storm,Victor Crone,2019-02,2
3322,Iz Bırak,"Vio, Ezhel",2020-05,2
3323,Upp Til Hópa,"Herra Hnetusmjör, Ingi Bauer",2018-10,2
3324,Fightclub (feat. Samra & AK Ausserkontrolle),Capital Bra,2018-10,2
3325,Derdim Olsun,Reynmen,2019-02,2
3326,SOLO,JENNIE,2019-02,2
3327,Viraal,"Frenna, Mula B",2019-02,2
3328,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez",2020-05,2
3329,Sweet but Psycho,Ava Max,2018-09,2
3330,Gang Shit (feat. Capo Plaza),Dark Polo Gang,2019-02,2
3331,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,2018-10,2
3332,Nevada,Madd,2020-05,2
3333,Solita,"Sech, Farruko, Zion & Lennox",2019-03,2
3334,יעשו לנו כבוד,Omer Adam,2019-04,2
3335,Bling Bling,"Dalyb, Ego",2018-11,2
3336,Arcade,Duncan Laurence,2019-06,2
3337,Arc-en-ciel,Booba,2019-05,2
3338,Tough Love,"Avicii, Agnes, Vargas & Lagola",2019-05,2
3339,"Safari (feat. Benny Jamz, Gilli & MellemFingaMuzik)",Molo,2018-10,2
3340,Nightmare,Halsey,2019-05,2
3341,Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2018-12,2
3342,ลาลาลอย (100%),The Toys,2018-10,2
3343,Rolls Sessie,Boef,2018-11,2
3344,when the party's over,Billie Eilish,2018-10,2
3345,Waste It On Me (feat. BTS),Steve Aoki,2018-10,2
3346,BAD!,XXXTENTACION,2018-12,2
3347,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",2019-06,2
3348,Spirit in the Sky,KEiiNO,2019-05,2
3349,Viraal,"Frenna, Mula B",2019-01,2
3350,Heaven,Avicii,2019-06,2
3351,HO PAURA DI USCIRE 2 - prod. Mace,"MACHETE, Salmo, Lazza",2019-07,2
3352,JUNGLE,MellemFingaMuzik,2018-11,2
3353,Louboutin,"Frenna, Jonna Fraser, Emms, Idaly",2018-11,2
3354,Děvče v první řadě,"Calin, Ben Cristovao",2018-11,2
3355,Pengedans,KESI,2019-03,2
3356,Parado no Bailão,"MC L da Vinte, MC Gury",2018-11,2
3357,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],"BTS, Zara Larsson",2019-06,2
3358,Outnumbered,Dermot Kennedy,2019-06,2
3359,KIKA,"6ix9ine, Tory Lanez",2018-11,2
3360,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,2019-10,2
3361,für Oksana,"nublu, gameboy tetris",2019-10,2
3362,ruky,Samey,2019-09,2
3363,Going Bad (feat. Drake),Meek Mill,2018-12,2
3364,It's Beginning to Look a Lot like Christmas,Michael Bublé,2018-12,2
3365,GANGO,"SNIK, Noizy",2018-12,2
3366,TIC TOC,"6ix9ine, Lil Baby",2018-11,2
3367,bad guy,Billie Eilish,2019-07,2
3368,Jingle Bell Rock,Bobby Helms,2018-12,2
3369,Skam Koh,"Azet, Zuna",2018-11,2
3370,LA CANCIÓN,"J Balvin, Bad Bunny",2019-08,2
3371,انساي,"Saad Lamjarred, Mohamed Ramadan",2019-07,2
3372,Beautiful People (feat. Khalid),Ed Sheeran,2019-06,2
3373,Don't Call Me Up,Mabel,2019-03,2
3374,Kung 'Di Rin Lang Ikaw,"December Avenue, Moira Dela Torre",2018-12,2
3375,Panini,Lil Nas X,2019-06,2
3376,Hit Contagiante,"Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro",2019-10,2
3377,So Am I,Ava Max,2019-03,2
3378,Sweet but Psycho,Ava Max,2019-03,2
3379,Filhall,"B Praak, Akshay Kumar & Nupur Sanon",2019-12,2
3380,Vendetta,RAF Camora,2019-08,2
3381,blun7 a swishland,tha Supreme,2020-02,2
3382,Dance Monkey,Tones And I,2020-04,2
3383,Gaiola É o Troco,"MC Du Black, DJ 2F",2019-09,2
3384,René,Residente,2020-03,2
3385,bad guy,Billie Eilish,2019-08,2
3386,Sorry,Tuan Alto Sax,2019-08,2
3387,Black Swan,BTS,2020-02,2
3388,Feker Libi,Eden Alene,2020-03,2
3389,Irresponsável,Wet Bed Gang,2019-08,2
3390,Geimvera,"JóiPé, Króli",2020-01,2
3391,Ooh Aah,Púr Múdd,2020-03,2
3392,İlerle,BEGE,2020-04,2
3393,MVP Freestyle,Light,2019-07,2
3394,100k Cash,"Capital Bra, Samra",2020-03,2
3395,Calmo,"Shiva, tha Supreme",2020-02,2
3396,Cem Mil - Ao Vivo,Gusttavo Lima,2019-03,2
3397,Catriona,Matthaios,2020-02,2
3398,Azi,"Deliric, Silent Strike, EM",2019-09,2
3399,Oye,"TINI, Sebastian Yatra",2019-10,2
3400,v!@%#mikko,Pyhimys,2019-10,2
3401,Tivolit,BEHM,2020-03,2
3402,Slang,"Light, Billy Sio, ATC Nico",2020-03,2
3403,Move,The Mamas,2020-03,2
3404,"""Shayad (From """"Love Aaj Kal"""")""","Pritam, Arijit Singh",2020-02,2
3405,Falling,Trevor Daniel,2019-11,2
3406,Big Drip,"Ufo361, Future",2020-01,2
3407,It Ain't Me (with Selena Gomez),Kygo,2017-04,2
3408,Toz Taneleri,Sagopa Kajmer,2019-11,2
3409,"Bad Girls, Good Vibes",Ufo361,2020-03,2
3410,Marin Legend,Cyborg,2020-01,2
3411,Kick It,NCT 127,2020-03,2
3412,Þegar Þú Blikkar (feat. Björgvin Halldórsson),Herra Hnetusmjör,2019-11,2
3413,Soldi in Nero - feat. Sfera Ebbasta,Shiva,2019-11,2
3414,ESSUKAJEMEINA (Veistu Hvað Ég Meina),Herra Hnetusmjör,2020-02,2
3415,ON (Feat. Sia),BTS,2020-02,2
3416,Jævlig,TIX,2019-12,2
3417,Supalonely,"BENEE, Gus Dapperton",2020-03,2
3418,365 Tage,"Samra, Capital Bra",2020-04,2
3419,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,2019-12,2
3420,M.I.L.S 3,Ninho,2020-02,2
3421,Fuck Af (feat. Milbo),Fie Laursen,2019-12,2
3422,René,Residente,2020-02,2
3423,Old Timez,SecondT3,2020-01,2
3424,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,2017-08,2
3425,In the Air,L.A.B.,2020-02,2
3426,Baby,"Joker Bra, VIZE",2020-01,2
3427,I Can´t Go On,Robin Bengtsson,2017-03,2
3428,Hanuri (feat. Boyat),Antti Tuisku,2017-06,2
3429,את חסרה לי,Eden Hason,2020-02,2
3430,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",2019-12,2
3431,Footprints in the Sand,"Ian Erix, David Guetta",2017-08,2
3432,Otan Me Koitaei,"Liak, Myriiio",2020-04,2
3433,Imahe,Magnus Haven,2020-01,2
3434,There for You,"Martin Garrix, Troye Sivan",2017-07,2
3435,Una Lady Como Tú,Manuel Turizo,2017-05,2
3436,Turks (feat. Travis Scott),"NAV, Gunna",2020-03,2
3437,Lapioin,Arttu Lindeman,2017-03,2
3438,Krantenwijk,"Lil Kleine, Boef",2017-05,2
3439,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07,2
3440,OK,"Robin Schulz, James Blunt",2017-07,2
3441,Geri Ekki Neitt (feat. Unnsteinn),Aron Can,2017-07,2
3442,PORFA,"Feid, Justin Quiles",2020-07,2
3443,Breaking Me,"Topic, A7S",2020-09,2
3444,Smile (with The Weeknd),Juice WRLD,2020-08,2
3445,Sie ruft,Apache 207,2020-08,2
3446,my future,Billie Eilish,2020-08,2
3447,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",2020-07,2
3448,מיליון דולר,"Noa Kirel, שחר סאול",2020-08,2
3449,XXL,"Miksu / Macloud, Summer Cem, Luciano, Jamule",2020-07,2
3450,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",2020-07,2
3451,ERRDAY,Big Baby Tape,2020-09,2
3452,Helt Sikker,Gulddreng,2021-07,2
3453,Tigers,Bilal Wahib,2020-07,2
3454,Oh Juliana,Niack,2020-10,2
3455,Shayad,"Pritam, Arijit Singh",2020-08,2
3456,La Vida Loca,Kriminell,2020-09,2
3457,Stjörnurnar,Herra Hnetusmjör,2020-08,2
3458,Life's A Mess (feat. Halsey),Juice WRLD,2020-07,2
3459,Designer Flow,Yzomandias,2020-12,2
3460,Lütfen,cakal,2021-07,2
3461,Head & Heart (feat. MNEK),Joel Corry,2020-11,2
3462,Ya Habibi,"GIMS, Mohamed Ramadan",2020-10,2
3463,MANSORY,"Lijpe, Frenna",2021-01,2
3464,ralli,"Lvbel C5, Batuflex",2021-07,2
3465,Three Lions,"Baddiel, Skinner & Lightning Seeds",2021-07,2
3466,Tequila,LZ27,2020-12,2
3467,الغسالة,Wegz,2020-11,2
3468,Lovesick Girls,BLACKPINK,2020-11,2
3469,t h e . c l i m b . b a c k,J. Cole,2020-07,2
3470,Džesika,"Furytto, OG Version, Chainsaw Luke",2020-11,2
3471,Ouh Ouh,"Inkonnu, Smallx",2021-01,2
3472,Spurningar (feat. Páll Óskar),Birnir,2021-01,2
3473,BETO,"AlbertNbn, Jxmmi Music Group",2020-12,2
3474,Nasa,"Snor, Tagne, Stormy",2020-09,2
3475,BETO,AlbertNbn,2020-12,2
3476,مهرجان اخواتى,"El Sawareekh, Zoka, Shehta Karika",2020-10,2
3477,the 1,Taylor Swift,2020-07,2
3478,Va Vào Giai Điệu Này (feat. RPT MCK),RAP VIỆT,2020-11,2
3479,Bad Boy - Akustik Version,"NKSN, M.O.030, Manith Bertz",2020-08,2
3480,Hosselaar,"Josylvio, Sevn Alias, Kevin",2020-12,2
3481,BXL ZOO,"Damso, Hamza",2020-09,2
3482,Plus Jamais (feat. Stormzy),Aya Nakamura,2020-11,2
3483,G.O.A.T.,Diljit Dosanjh,2020-07,2
3484,Bosses,"SNIK, Light, Mad Clip",2020-07,2
3485,Famoso,Sfera Ebbasta,2020-12,2
3486,Moins un,"Dinos, Nekfeu",2020-11,2
3487,Jeď Tvrdě Nebo Jeď Domu,Yzomandias,2020-11,2
3488,ZITTI E BUONI,Måneskin,2021-03,2
3489,Sie ruft,Apache 207,2020-07,2
3490,Sakatat,Ezhel,2021-04,2
3491,Zahri,Inkonnu,2020-10,2
3492,När jag ser dig,Hov1,2020-09,2
3493,Tusen Tårer,TIX,2020-12,2
3494,Эми,PHARAOH,2021-03,2
3495,RAPSTAR,Polo G,2021-05,2
3496,ليه الجفا,Abdullah Al Farwan,2021-05,2
3497,LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO),MACE,2021-03,2
3498,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-04,2
3499,Blijven Slapen,"Snelle, Maan",2021-03,2
3500,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020-09,2
3501,ICE (feat. MORGENSHTERN),MORGENSHTERN,2020-07,2
3502,Brown Munde,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",2021-01,2
3503,B.S.G.,"BEGE, emir taha",2021-02,2
3504,Øve Os På Hinanden,Fyr Og Flamme,2021-03,2
3505,HUNDO,Branco,2020-10,2
3506,Right Now,Elaine,2021-05,2
3507,BodyBag,Yzomandias,2021-02,2
3508,Smith & Wesson Freestyle (feat. Marracash),"Guè Pequeno, Dj Harsh",2021-04,2
3509,M4,"Teto, Matuê",2021-03,2
3510,MATCHA LATTE,Quebonafide,2020-12,2
3511,Babylone,ISSAM,2021-05,2
3512,Loup noir,SCH,2021-03,2
3513,Woo Walk,Light,2021-06,2
3514,Prince,"Fy, Mad Clip, Thug Slime",2021-02,2
3515,No Comprendo,"Jamule, Capital Bra",2021-02,2
3516,RAKAM 1 DA MESH ENTA,"El Joker, Haram",2021-07,2
3517,Tchin Tchin,"Stormy, Tagne, ElGrandeToto",2021-07,2
3518,Kobe,"Anys, Dizzy DROS",2021-03,2
3519,יהלומים - BLING BLING,Noa Kirel,2021-03,2
3520,Suasana Di Hari Raya,Anuar & Ellina,2021-05,2
3521,13. komnata,Nik Tendo,2021-07,2
3522,double take,dhruv,2021-07,2
3523,Ring,Fy,2021-03,2
3524,Maalish,Smallx,2021-02,2
3525,Bitch I'm Back,Sidhu Moose Wala,2021-05,2
3526,Cœur noir,Eva,2021-02,2
3527,All She Wrote,SIX60,2021-02,2
3528,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-06,2
3529,Keiner kann mich ficken!,"187 Strassenbande, Gzuz",2021-02,2
3530,tystnar i luren,"Miriam Bryant, Victor Leksell",2021-04,2
3531,GIRL LIKE ME,"Black Eyed Peas, Shakira",2021-02,2
3532,Ef ástin er hrein (feat. GDRN),Jón Jónsson,2021-02,2
3533,Vielen Dank,"187 Strassenbande, Bonez MC, Maxwell, LX, Sa4",2021-05,2
3534,Ale jazz!,"sanah, Vito Bambino",2021-02,2
3535,Tout l'univers,Gjon's Tears,2021-05,2
3536,"Volta Bebê, Volta Neném","Dj Guuga, DJ Ivis",2021-06,2
3537,Ah Ellerim Kırılaydı,Tuğçe Kandemir,2021-03,2
3538,Blijven Slapen,"Snelle, Maan",2021-02,2
3539,Stick Out,"kizaru, Big Baby Tape",2021-04,2
3540,Patoreakcja,Mata,2021-03,2
3541,เพื่อนเล่น ไม่เล่นเพื่อน (Just Being Friendly),"Tilly Birds, MILLI",2021-04,2
3542,MI FAI IMPAZZIRE,"BLANCO, Sfera Ebbasta",2021-06,2
3543,Poznamenaný,"Robin Zoot, Viktor Sheen",2021-04,2
3544,Muộn Rồi Mà Sao Còn,Sơn Tùng M-TP,2021-04,2
3545,Miénteme,"TINI, Maria Becerra",2021-04,2
3546,Viem to,Nerieš,2021-06,2
3547,Hyväuskoinen,VIIVI,2021-11,2
3548,Como Si No Importara,"Emilia, Duki",2021-08,2
3549,Krippy Kush,"Farruko, Bad Bunny, Rvssian",2017-09,2
3550,Szív,Krúbi,2021-11,2
3551,Gelebt,"KC Rebell, RAF Camora",2021-11,2
3552,An Thần,"Low G, Thắng",2021-11,2
3553,...Ready For It?,Taylor Swift,2017-09,2
3554,Oro E Argento,Gemitaiz,2017-10,2
3555,K.O.,Pabllo Vittar,2017-09,2
3556,Champagne Poetry,Drake,2021-09,2
3557,Take My Breath,The Weeknd,2021-08,2
3558,Auf & Ab,Montez,2021-09,2
3559,"Anuel AA: Bzrp Music Sessions, Vol. 46","Bizarrap, Anuel AA",2021-11,2
3560,Kalby Jobarny - Live,Yasser Abd El Wahab,2021-10,2
3561,LIPSI HA,INSTASAMKA,2021-10,2
3562,N.I,"Niska, Ninho",2021-11,2
3563,Rugpjūtis,"Justinas Jarutis, Jessica Shy",2021-09,2
3564,Dimelo Ma,"Pailita, Marcianeke",2021-10,2
3565,Bonita,"J Balvin, Jowell & Randy",2017-09,2
3566,Sunkissed,Urworld,2021-08,2
3567,Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",2021-11,2
3568,Parempaa (feat. JVG & william),MD$,2021-11,2
3569,Ibiza,"Benny Jamz, Gilli, KESI, B.O.C",2021-09,2
3570,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,2017-11,2
3571,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago PZK",2021-12,2
3572,Veleno 8 (feat. Gemitaiz),MadMan,2021-11,2
3573,Pastello Bianco,Pinguini Tattici Nucleari,2021-11,2
3574,So Far Away (feat. Jamie Scott & Romy Dya),"Martin Garrix, David Guetta",2018-01,2
3575,Im Schatten der Feigenbäume,Shindy,2021-08,2
3576,Patsergedrag,"Sevn Alias, Lil Kleine, Boef",2017-09,2
3577,人類群星閃耀時,Jer 柳應廷,2021-10,2
3578,Wow Wow (feat. Becky G),Maria Becerra,2021-10,2
3579,Tuba Life,"Niska, Booba",2017-09,2
3580,Tonight,Stefano Cilio,2021-11,2
3581,Op Me Monnie,"Frenna, Boef",2017-12,2
3582,Santé,Stromae,2021-10,2
3583,UHLALA,Sfera Ebbasta,2021-10,2
3584,Quer Voar,Matuê,2021-08,2
3585,Unfollow,"Duki, Justin Quiles, Bizarrap",2021-10,2
3586,Adiwele (feat. Kabza De Small & DJ Maphorisa),Young Stunna,2021-11,2
3587,Last Christmas,Wham!,2021-11,2
3588,All I Want Is You,JJ Hannon,2017-12,2
3589,LOUDA,"MASNY BEN, mgng",2021-11,2
3590,Lonely Love,Lost In France,2021-11,2
3591,Volando - Remix,"Mora, Bad Bunny, Sech",2021-09,2
3592,Hey G!,"Gleb, Separ",2021-09,2
3593,นี่แหละความรัก (This is Love),Peck Palitchoke,2017-12,2
3594,Ya No Llora,Marama,2021-09,2
3595,Let You Down,NF,2017-12,2
3596,Wenn du mich siehst,"RAF Camora, Juju",2021-08,2
3597,All The Stars (with SZA),Kendrick Lamar,2018-01,2
3598,Fuori,Gemitaiz,2017-12,2
3599,Hayaan Mo Sila (Inspired by I'm the One),"Ex Battalion, O.C. Dawgs",2018-01,2
3600,Út í geim,Birnir,2017-12,2
3601,Friday,Booba,2017-12,2
3602,Adiwele (feat. Kabza De Small & DJ Maphorisa),Young Stunna,2021-10,2
3603,UHUH,"$hirak, Ronnie Flex, Yssi SB, Lil Kleine",2021-08,2
3604,MC,Mata,2021-11,2
3605,Mon Amour - Remix,"zzoilo, Aitana",2021-08,2
3606,Be a Hoe/Break a Hoe,"Shirin David, Kitty Kat",2021-10,2
3607,La Modelo,"Ozuna, Cardi B",2017-12,2
3608,Longue vie,"Sofiane, Ninho, Hornet La Frappe",2018-01,2
3609,Cara Italia,Ghali,2018-01,2
3610,Wow Wow (feat. Becky G),Maria Becerra,2021-08,2
3611,Szyby,"Diho, Alberto, Bibič, Josef Bratan",2021-08,2
3612,EL BAÑO (feat. Bad Bunny),Enrique Iglesias,2018-02,1
3613,Sol Over København (feat. KESI),Citybois,2020-05,1
3614,Dance You Off,Benjamin Ingrosso,2018-03,1
3615,Sangue misto,"Tedua, Chris Nolan",2018-03,1
3616,Draai Het Om,Boef,2018-05,1
3617,Síguelo Bailando,Ozuna,2018-02,1
3618,Hiç Işık Yok,"No.1, Melek Mosso",2018-03,1
3619,Lifetime,Ben&Ben,2020-06,1
3620,Eitt Fyrir Klúbbinn,"Breiðablik, Herra Hnetusmjör",2020-06,1
3621,Iced Out,"Billy Sio, Light",2020-06,1
3622,幾分之幾 - 電影<花甲大人轉男孩>主題曲,Crowd Lu,2018-03,1
3623,Sıkı Dur,"Ben Fero, Anıl Piyancı",2020-05,1
3624,One Dance,"Drake, WizKid, Kyla",2017-01,1
3625,Catch Up,Josylvio,2018-03,1
3626,Non cambierò mai,Capo Plaza,2018-04,1
3627,طرشوله,Queen G,2020-06,1
3628,Traîtres,Lacrim,2017-02,1
3629,Polvere (feat. Capo Plaza),"Tedua, Chris Nolan, AVA",2020-06,1
3630,Hazard,PRO8L3M,2018-03,1
3631,Pray For Me (with Kendrick Lamar),The Weeknd,2018-02,1
3632,Helwa,Gilli,2017-01,1
3633,Ikuinen vappu,JVG,2020-05,1
3634,Cacao (feat. Pyrex),Ghali,2020-05,1
3635,Non mi avete fatto niente,"Ermal Meta, Fabrizio Moro",2018-02,1
3636,ANTWOORD,Boef,2018-02,1
3637,Djadja,Aya Nakamura,2018-05,1
3638,Kawaii,Static & Ben El,2018-05,1
3639,Utro,Gulddreng,2017-02,1
3640,kan sahibi,Contra,2020-05,1
