,title,artist,region,date,n
9439,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",Iceland,2019-12,1
9440,Rich Rich,Ufo361,Austria,2020-02,1
9441,Blinding Lights,The Weeknd,Bulgaria,2020-02,1
9442,All I Want for Christmas Is You,Mariah Carey,Romania,2019-12,1
9443,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,Malaysia,2017-08,1
9444,René,Residente,Costa Rica,2020-02,1
9445,The Box,Roddy Ricch,Morocco,2020-03,1
9446,Dexter,Sfera Ebbasta,Italy,2017-03,1
9447,HUMBLE.,Kendrick Lamar,New Zealand,2017-05,1
9448,Gasell,Reket,Estonia,2017-04,1
9449,Si Veo a Tu Mamá,Bad Bunny,Nicaragua,2020-02,1
9450,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Peru,2017-05,1
9451,On,"JóiPé, Króli",Iceland,2020-04,1
9452,As I Lay Me Down,Wiktoria,Sweden,2017-03,1
9453,Roses - Imanbek Remix,SAINt JHN,Ireland,2020-02,1
9454,Ignorantes,"Bad Bunny, Sech",Peru,2020-02,1
9455,Me Rehúso,Danny Ocean,Honduras,2017-05,1
9456,100k Cash,"Capital Bra, Samra",Switzerland,2020-02,1
9457,ROCKSTAR (feat. Roddy Ricch),DaBaby,United States,2020-04,1
9458,Dance Monkey,Tones And I,New Zealand,2019-12,1
9459,La Difícil,Bad Bunny,Chile,2020-02,1
9460,Dance Monkey,Tones And I,Latvia,2019-12,1
9461,Skrable,PRO8L3M,Poland,2020-01,1
9462,I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Philippines,2017-06,1
9463,René,Residente,El Salvador,2020-02,1
9464,After Hours,The Weeknd,Canada,2020-02,1
9465,Falling,Trevor Daniel,India,2020-03,1
9466,Not Mine,Miquela,Bulgaria,2017-08,1
9467,Rojo,J Balvin,Panama,2020-03,1
9468,Footprints in the Sand,"Ian Erix, David Guetta",Czech Republic,2017-08,1
9469,Bando,ANNA,Italy,2020-04,1
9470,Favorito,Camilo,Honduras,2020-04,1
9471,白日,King Gnu,Japan,2020-01,1
9472,365 Tage,"Samra, Capital Bra",Austria,2020-04,1
9473,New Rules,Dua Lipa,Greece,2017-08,1
9474,Dance Monkey,Tones And I,Iceland,2019-12,1
9475,HIGHEST IN THE ROOM,Travis Scott,United Arab Emirates,2020-04,1
9476,After Hours,The Weeknd,Estonia,2020-02,1
9477,HUMBLE.,Kendrick Lamar,Ireland,2017-04,1
9478,La Difícil,Bad Bunny,Dominican Republic,2020-02,1
9479,Amarillo,J Balvin,Colombia,2020-03,1
9480,Chance (feat. Capo Plaza),Shiva,Italy,2020-01,1
9481,Falling,Trevor Daniel,Malaysia,2020-02,1
9482,Vai Embrazando,"Mc Zaac, MC Vigary",Brazil,2017-04,1
9483,Baby,"Joker Bra, VIZE",Germany,2020-01,1
9484,Lối Nhỏ,"Đen, Phương Anh Đào",Vietnam,2020-03,1
9485,Pala Mande,"Azteca, Ian",Romania,2020-02,1
9486,Si Veo a Tu Mamá,Bad Bunny,Honduras,2020-02,1
9487,Something Just Like This,"The Chainsmokers, Coldplay",Philippines,2017-04,1
9488,Bando - Remix,"ANNA, MadMan, Gemitaiz",Italy,2020-04,1
9489,Say So,Doja Cat,Malaysia,2020-02,1
9490,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,Taiwan,2017-08,1
9491,It's Beginning to Look a Lot like Christmas,Michael Bublé,Iceland,2019-12,1
9492,Last Christmas,Wham!,United Kingdom,2019-12,1
9493,Ignorantes,"Bad Bunny, Sech",Colombia,2020-02,1
9494,Dance Monkey,Tones And I,Finland,2019-12,1
9495,Rojo,J Balvin,Ecuador,2020-02,1
9496,Dance Monkey,Tones And I,Austria,2019-12,1
9497,All I Want for Christmas Is You,Mariah Carey,Philippines,2019-12,1
9498,Cioilflow (feat. Salmo) - prod. Strage,Dani Faiv,Italy,2020-04,1
9499,Si Veo a Tu Mamá,Bad Bunny,Guatemala,2020-02,1
9500,Last Christmas,Wham!,Czech Republic,2019-12,1
9501,Favorito,Camilo,Paraguay,2020-04,1
9502,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",Bulgaria,2019-12,1
9503,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,Romania,2019-12,1
9504,Ignorantes,"Bad Bunny, Sech",Ecuador,2020-02,1
9505,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Argentina,2017-05,1
9506,Friends (with BloodPop®),Justin Bieber,Thailand,2017-08,1
9507,Just Like Me,Fy,Greece,2020-02,1
9508,Definitivamente,"Daddy Yankee, Sech",Panama,2020-01,1
9509,Pirelli,"Mister V, Jul",France,2020-01,1
9510,Si Veo a Tu Mamá,Bad Bunny,Mexico,2020-02,1
9511,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Uruguay,2017-05,1
9512,Si Veo a Tu Mamá,Bad Bunny,El Salvador,2020-02,1
9513,365 Tage,"Samra, Capital Bra",Germany,2020-04,1
9514,Gamlárspartý,Baggalútur,Iceland,2019-12,1
9515,Last Christmas,Wham!,Slovakia,2019-12,1
9516,Epäröimättä hetkeekään,"Elastinen, Jenni Vartiainen",Finland,2020-01,1
9517,ON (Feat. Sia),BTS,Egypt,2020-02,1
9518,Make It With You,Ben&Ben,Philippines,2020-01,1
9519,Roses - Imanbek Remix,SAINt JHN,New Zealand,2020-04,1
9520,Marymango (feat. tha Supreme),Ghali,Italy,2020-02,1
9521,Sa Susunod na Habang Buhay,Ben&Ben,Philippines,2020-02,1
9522,Friends (with BloodPop®),Justin Bieber,Canada,2017-08,1
9523,Baby,"Joker Bra, VIZE",Austria,2020-01,1
9524,Donuts,Gzuz,Switzerland,2020-01,1
9525,Ora che ti guardo bene,Gazzelle,Italy,2020-04,1
9526,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,Bulgaria,2019-12,1
9527,La Difícil,Bad Bunny,Ecuador,2020-02,1
9528,Turks (feat. Travis Scott),"NAV, Gunna",Canada,2020-03,1
9529,Don't Start Now,Dua Lipa,Brazil,2020-03,1
9530,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,Canada,2017-04,1
9531,Passionfruit,Drake,United Kingdom,2017-03,1
9532,Nicht verdient,"Capital Bra, Loredana",Germany,2020-04,1
9533,Turks (feat. Travis Scott),"NAV, Gunna",United States,2020-03,1
9534,SICKO MODE,Travis Scott,Saudi Arabia,2020-04,1
9535,Beautiful Mess,Kristian Kostov,Bulgaria,2017-05,1
9536,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Netherlands,2017-04,1
9537,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",Egypt,2020-04,1
9538,Kylmii Väreitä,Evelina,Finland,2017-05,1
9539,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Bulgaria,2017-04,1
9540,Shape of You,Ed Sheeran,Taiwan,2017-06,1
9541,2U (feat. Justin Bieber),David Guetta,Luxembourg,2017-06,1
9542,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",Lithuania,2020-04,1
9543,Break My Heart,Dua Lipa,Bulgaria,2020-03,1
9544,Don't Start Now,Dua Lipa,Philippines,2020-03,1
9545,Nicht verdient,"Capital Bra, Loredana",Austria,2020-04,1
9546,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Finland,2017-04,1
9547,วาฬเกยตื้น,GUNGUN,Thailand,2020-03,1
9548,HUMBLE.,Kendrick Lamar,Portugal,2017-04,1
9549,Nicht verdient,"Capital Bra, Loredana",Switzerland,2020-04,1
9550,Look What You Made Me Do,Taylor Swift,Ireland,2017-08,1
9551,Don't Start Now,Dua Lipa,Poland,2020-03,1
9552,Felices los 4,Maluma,Guatemala,2017-07,1
9553,Amar Pelos Dois,Salvador Sobral,Lithuania,2017-05,1
9554,Felices los 4,Maluma,El Salvador,2017-07,1
9555,Roses - Imanbek Remix,SAINt JHN,Czech Republic,2020-03,1
9556,2U (feat. Justin Bieber),David Guetta,Switzerland,2017-06,1
9557,Me Rehúso,Danny Ocean,Guatemala,2017-07,1
9558,Bimbi,"Charlie Charles, Izi, Rkomi, Sfera Ebbasta, Tedua, Ghali",Italy,2017-03,1
9559,Warqa,Saif Amer,Saudi Arabia,2020-03,1
9560,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Estonia,2017-07,1
9561,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Poland,2017-07,1
9562,Ikuinen vappu,JVG,Finland,2020-04,1
9563,Hongos,Ricardo Arjona,Guatemala,2020-04,1
9564,Nougat,Booba,France,2017-07,1
9565,Loterij,"Lil Kleine, Ronnie Flex",Netherlands,2017-07,1
9566,Cono Gelato,Dark Polo Gang,Italy,2017-06,1
9567,Mi Gente,"J Balvin, Willy William",Colombia,2017-06,1
9568,There for You,"Martin Garrix, Troye Sivan",Estonia,2017-06,1
9569,HUMBLE.,Kendrick Lamar,United States,2017-03,1
9570,Me Rehúso,Danny Ocean,Mexico,2017-06,1
9571,In the End,Linkin Park,Bulgaria,2017-07,1
9572,Waiting For,Joakim Lundell,Sweden,2017-07,1
9573,There for You,"Martin Garrix, Troye Sivan",Estonia,2017-05,1
9574,Heavy (feat. Kiiara),Linkin Park,Malaysia,2017-07,1
9575,In the End,Linkin Park,Taiwan,2017-07,1
9576,In the End,Linkin Park,Czech Republic,2017-07,1
9577,2U (feat. Justin Bieber),David Guetta,Slovakia,2017-07,1
9578,Oh bah oui,"Lacrim, Booba",France,2017-03,1
9579,Lamborghini,"Guè Pequeno, Sfera Ebbasta",Italy,2017-06,1
9580,Thunder,Imagine Dragons,Lithuania,2017-05,1
9581,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,Poland,2017-07,1
9582,Me Rehúso,Danny Ocean,Paraguay,2017-06,1
9583,Symphony (feat. Zara Larsson),Clean Bandit,Finland,2017-03,1
9584,I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Belgium,2017-05,1
9585,Thunder,Imagine Dragons,Latvia,2017-05,1
9586,Thunder,Imagine Dragons,Czech Republic,2017-05,1
9587,Escápate Conmigo,"Wisin, Ozuna",Paraguay,2017-06,1
9588,Fetish (feat. Gucci Mane),Selena Gomez,Lithuania,2017-07,1
9589,Volare,"Fabio Rovazzi, Gianni Morandi",Italy,2017-05,1
9590,In the End,Linkin Park,Hungary,2017-07,1
9591,Me Rehúso,Danny Ocean,Spain,2017-06,1
9592,Shape of You,Ed Sheeran,Brazil,2017-05,1
9593,Mi Gente,"J Balvin, Willy William",Lithuania,2017-07,1
9594,Mi Gente,"J Balvin, Willy William",Belgium,2017-07,1
9595,Robarte un Beso,"Carlos Vives, Sebastian Yatra",Colombia,2017-07,1
9596,Nostalgia,Taco Hemingway,Poland,2017-07,1
9597,Mi Gente,"J Balvin, Willy William",Bulgaria,2017-07,1
9598,Mi Gente,"J Balvin, Willy William",Global,2017-07,1
9599,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,United States,2017-07,1
9600,Rolls,"Yzomandias, Nik Tendo",Slovakia,2020-09,1
9601,Superclassico,Ernia,Italy,2020-10,1
9602,Go Gettas,"andrei, Killa Fonic, Nane, bbno$, Azteca",Romania,2020-08,1
9603,Go Gettas,"andrei, Killa Fonic, Nane, bbno$, Azteca",Romania,2020-07,1
9604,CASINO,Katja Krasavice,Israel,2020-07,1
9605,Als Ik Je Niet Zie,"Kevin, Yade Lauren",Netherlands,2020-09,1
9606,Smile (with The Weeknd),Juice WRLD,Romania,2020-08,1
9607,Dynamite,BTS,Hong Kong,2020-10,1
9608,Yo Perreo Sola,Bad Bunny,Nicaragua,2020-07,1
9609,ถ้าเขาจะรัก (ยืนเฉยๆเขาก็รัก),First Anuwat,Thailand,2020-10,1
9610,A nie pamiętasz jak?,"SB Maffija, Mata, White 2115, Jan-Rapowanie, Janusz Walczuk, Kacperczyk, Beteo",Poland,2020-07,1
9611,CAMRY 3.5,SLAVA MARLOW,Ukraine,2021-07,1
9612,Dynamite,BTS,Indonesia,2020-10,1
9613,Wasting Time ( feat. Drake ),Brent Faiyaz,South Africa,2021-07,1
9614,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Norway,2020-08,1
9615,my future,Billie Eilish,Hong Kong,2020-08,1
9616,Beggin',Måneskin,Turkey,2021-07,1
9617,Relación,Sech,Ecuador,2020-07,1
9618,ROCKSTAR (feat. Roddy Ricch),DaBaby,Slovakia,2020-07,1
9619,ERRDAY,Big Baby Tape,Russia,2020-09,1
9620,感電,Kenshi Yonezu,Japan,2020-08,1
9621,她沒在看我,E.SO,Taiwan,2020-08,1
9622,Conversations,Juice WRLD,United States,2020-07,1
9623,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Luxembourg,2020-08,1
9624,Life's A Mess (feat. Halsey),Juice WRLD,South Africa,2020-07,1
9625,Mood (feat. iann dior),24kGoldn,Slovakia,2020-10,1
9626,Flossy,"Fy, Lil Barty",Greece,2020-09,1
9627,Tiefschwarz (feat. Samra),Kontra K,Germany,2020-07,1
9628,Life's A Mess (feat. Halsey),Juice WRLD,Canada,2020-07,1
9629,my future,Billie Eilish,United States,2020-08,1
9630,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Paraguay,2020-08,1
9631,malibu,sangiovanni,Italy,2021-07,1
9632,Smile (with The Weeknd),Juice WRLD,Canada,2020-08,1
9633,Lieben wir,Shirin David,Germany,2021-07,1
9634,קוקוריקו,"Omer Adam, Eden Ben Zaken",Israel,2020-07,1
9635,Omri Ana,"Stormy, Tagne",Morocco,2021-07,1
9636,TKN (feat. Travis Scott),ROSALÍA,Portugal,2020-07,1
9637,ERRDAY,Big Baby Tape,Ukraine,2020-09,1
9638,Gác Lại Âu Lo,"Da LAB, Miu Lê",Vietnam,2020-08,1
9639,Fuckst mich nur ab,Bonez MC,Switzerland,2020-09,1
9640,Confiné,ElGrandeToto,Morocco,2020-07,1
9641,Dynamite,BTS,Singapore,2020-10,1
9642,ZITTI E BUONI,Måneskin,Lithuania,2021-07,1
9643,Relación,Sech,Guatemala,2020-07,1
9644,Dynamite,BTS,Malaysia,2020-10,1
9645,Hawái,Maluma,Bolivia,2020-11,1
9646,Blinding Lights,The Weeknd,Latvia,2020-12,1
9647,WAP (feat. Megan Thee Stallion),Cardi B,United Arab Emirates,2020-09,1
9648,Roller Coaster,Danny Vera,Netherlands,2021-01,1
9649,Fever,"Dua Lipa, Angèle",Belgium,2021-01,1
9650,Dynamite,BTS,Global,2020-08,1
9651,In The Air,L.A.B.,New Zealand,2020-12,1
9652,Permission to Dance,BTS,Russia,2021-07,1
9653,Permission to Dance,BTS,Saudi Arabia,2021-07,1
9654,Zukunft,RAF Camora,Germany,2021-07,1
9655,Never Know (feat. SHIRIN DAVID),Luciano,Switzerland,2020-07,1
9656,Mood (feat. iann dior),24kGoldn,Austria,2021-01,1
9657,Never Know (feat. SHIRIN DAVID),Luciano,Austria,2020-07,1
9658,Nimet,"Didomido, Eglo G",Turkey,2020-10,1
9659,Amrikkka,"Shabjdeed, Al Nather",Egypt,2021-01,1
9660,แปลไม่ออก - Ost. แปลรักฉันด้วยใจเธอ,Billkin,Thailand,2020-12,1
9661,Uthando,"Soa mattrix, SoulfulG, Shaun101",South Africa,2020-10,1
9662,BICHOTA,KAROL G,Bolivia,2021-01,1
9663,Iroes,Bloody Hawk,Greece,2020-09,1
9664,Mood (feat. iann dior),24kGoldn,Canada,2021-01,1
9665,R9R-LINE (feat. Damso),Laylow,France,2021-07,1
9666,銀河修理員,Dear Jane,Hong Kong,2021-07,1
9667,Wasted On You,Morgan Wallen,United States,2021-01,1
9668,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",United Kingdom,2020-07,1
9669,Permission to Dance,BTS,Egypt,2021-07,1
9670,Si Me Tomo Una Cerveza,"Migrantes, Alico",Argentina,2021-01,1
9671,To Whom it May Concern,Cassper Nyovest,South Africa,2020-09,1
9672,Di Ka Sayang,Ben&Ben,Philippines,2020-11,1
9673,Quarantaine Sessie #2,"Boef, 3robi",Netherlands,2020-12,1
9674,positions,Ariana Grande,New Zealand,2020-12,1
9675,Dynamite,BTS,Saudi Arabia,2020-10,1
9676,WAP (feat. Megan Thee Stallion),Cardi B,Bulgaria,2020-10,1
9677,Lütfen,"cakal, Reckol, Straed",Turkey,2021-07,1
9678,Mood (feat. iann dior),24kGoldn,Luxembourg,2020-10,1
9679,ג'וני,Bar Tzabary,Israel,2020-09,1
9680,Mama (feat. Nitro),Gemitaiz,Italy,2020-11,1
9681,Bambaleo,Singapūras Satīns,Latvia,2020-07,1
9682,Vakantie (with Jonna Fraser),Dopebwoy,Netherlands,2020-08,1
9683,Ge upp igen,"Miriam Bryant, Yasin",Sweden,2021-01,1
9684,2 TIRI (feat. tha Supreme),Lazza,Italy,2020-07,1
9685,Mood (feat. iann dior),24kGoldn,United States,2021-01,1
9686,Недей ме вини,"Galin, Dessita, Lidia, Adam, Madjuna",Bulgaria,2021-01,1
9687,Nàng Thơ,Hoang Dung,Vietnam,2020-08,1
9688,Whoopty,CJ,United Kingdom,2021-01,1
9689,שלמים,Idan Rafael Haviv,Israel,2021-01,1
9690,Rohdiamant ٢٠٢٠,Samra,Switzerland,2020-10,1
9691,Dynamite,BTS,Morocco,2020-08,1
9692,Mr. Right Now (feat. Drake),"21 Savage, Metro Boomin",South Africa,2020-10,1
9693,2:50 Remix,"MYA, TINI, Duki",Argentina,2021-07,1
9694,Blinding Lights,The Weeknd,United Kingdom,2021-01,1
9695,"Ay, DiOs Mío!",KAROL G,Bolivia,2020-08,1
9696,Frühstück in Paris,"Capital Bra, Cro",Switzerland,2020-08,1
9697,5G,Booba,France,2020-11,1
9698,DON,"Night Grind, Ivan Greko, iLLEOo",Greece,2020-09,1
9699,Why Did You Cry ?,Son Orioz,Romania,2020-10,1
9700,Never Know (feat. SHIRIN DAVID),Luciano,Germany,2020-07,1
9701,SUICIDE DOORS,Luciano,Switzerland,2021-01,1
9702,Runnin,"21 Savage, Metro Boomin",United States,2020-10,1
9703,Mood (feat. iann dior),24kGoldn,New Zealand,2020-12,1
9704,SOLDI SULLA CARTA,"FSK SATELLITE, Sfera Ebbasta, Greg Willen, Charlie Charles",Italy,2020-09,1
9705,Life Goes On,BTS,Philippines,2020-12,1
9706,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Romania,2020-08,1
9707,Life Goes On,BTS,India,2020-12,1
9708,Before You Go,Lewis Capaldi,Indonesia,2020-08,1
9709,love nwantiti (feat. ElGrande Toto) - North African Remix,"CKay, ElGrandeToto",Morocco,2021-01,1
9710,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Latvia,2020-12,1
9711,Ma Vrea,"Abi, Dorian Popa",Romania,2020-07,1
9712,Life Goes On,BTS,Vietnam,2020-12,1
9713,Frida,BEHM,Finland,2020-10,1
9714,POPSTAR (feat. Drake),DJ Khaled,South Africa,2020-07,1
9715,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Portugal,2020-11,1
9716,Grand bain,"Dadju, Ninho",France,2020-07,1
9717,Dynamite,BTS,Lithuania,2020-08,1
9718,Kya Baat Aa,"Karan Aujla, Tania",India,2020-08,1
9719,Volando - Remix,"Mora, Bad Bunny, Sech",Dominican Republic,2021-07,1
9720,Ihr Hobby,"Bonez MC, Maxwell",Germany,2020-09,1
9721,Cadillac,"MORGENSHTERN, Eldzhey",Russia,2020-08,1
9722,Your eyes tell,BTS,Russia,2020-07,1
9723,Uthando,"Soa Mattrix, Soulful G, Shaun 101",South Africa,2021-01,1
9724,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Romania,2020-11,1
9725,Beggin',Måneskin,Israel,2021-07,1
9726,Seni Dert Etmeler,Madrigal,Turkey,2020-12,1
9727,Dynamite,BTS,Latvia,2020-08,1
9728,NAZAR,BEGE,Turkey,2020-12,1
9729,Paraadna,"nublu, gameboy tetris, Raul Ojamaa",Estonia,2021-01,1
9730,Stronger Without You,"DJ Muscleboy, Manswess",Iceland,2020-10,1
9731,Dynamite,BTS,Vietnam,2020-10,1
9732,Lagi,Skusta Clee,Philippines,2021-07,1
9733,Blinding Lights,The Weeknd,Russia,2020-07,1
9734,Moins un,"Dinos, Nekfeu",France,2020-12,1
9735,Lady Domina,Haloo Helsinki!,Finland,2020-10,1
9736,Breaking Me,"Topic, A7S",Portugal,2020-08,1
9737,positions,Ariana Grande,United Arab Emirates,2021-01,1
9738,Playlist,"Ufo361, Sonus030",Germany,2020-08,1
9739,الغسالة,Wegz,Egypt,2020-10,1
9740,Permission to Dance,BTS,Ukraine,2021-07,1
9741,the 1,Taylor Swift,Philippines,2020-07,1
9742,Holy (feat. Chance The Rapper),Justin Bieber,United States,2020-09,1
9743,هذا السعودي فوق,Fahed Bin Fasla,Saudi Arabia,2020-09,1
9744,my future,Billie Eilish,Canada,2020-07,1
9745,HARMAN,BEGE,Turkey,2020-10,1
9746,Anadolu Flex,"Murda, Ezhel",Turkey,2020-08,1
9747,willow,Taylor Swift,Global,2020-12,1
9748,Andere Welt,"Capital Bra, Clueso, KC Rebell",Switzerland,2020-07,1
9749,Чистый - OST «Псих»,Scriptonite,Russia,2020-12,1
9750,BXL ZOO,"Damso, Hamza",France,2020-09,1
9751,F.C.K (feat. Aron Can),Birnir,Iceland,2021-07,1
9752,Tempo,"Nik Tendo, CA$HANOVA BULHAR, Luca Brassi10x",Czech Republic,2020-09,1
9753,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,Uruguay,2021-07,1
9754,ROCKSTAR (feat. Roddy Ricch),DaBaby,Romania,2020-07,1
9755,Snjókorn falla,Laddi,Iceland,2020-12,1
9756,John Vuli Gate (feat. Ntosh Gazi & Colano),Mapara A Jazz,South Africa,2020-10,1
9757,Blå Himmel (feat. Hans Philip),KESI,Denmark,2020-07,1
9758,BICHOTA,KAROL G,Argentina,2021-01,1
9759,Désolé,"MERO, Nimo",Germany,2020-10,1
9760,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Netherlands,2020-07,1
9761,At My Worst,Pink Sweat$,Singapore,2021-01,1
9762,Therefore I Am,Billie Eilish,Finland,2020-11,1
9763,Kennst du das ?!,Samra,Germany,2020-11,1
9764,Qué Más Pues?,"J Balvin, Maria Becerra",Uruguay,2021-07,1
9765,cardigan,Taylor Swift,South Africa,2020-07,1
9766,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Romania,2021-01,1
9767,t h e . c l i m b . b a c k,J. Cole,South Africa,2020-07,1
9768,Tilidin Weg,Bonez MC,Austria,2020-07,1
9769,El Problema - prod. SLAVA MARLOW,"MORGENSHTERN, Timati",Latvia,2020-09,1
9770,Scusa,Gazzelle,Italy,2020-11,1
9771,SHAWTY,Luciano,Switzerland,2020-12,1
9772,Michael Essien Birthday Party,"Taco Hemingway, Zeppy Zep, Keeko",Poland,2020-07,1
9773,Blue Jeans (feat. Calcutta),"Franco126, Calcutta ",Italy,2020-12,1
9774,"Sparami - feat. Salmo, Fabri Fibra","Emis Killa, Jake La Furia",Italy,2020-09,1
9775,Los Dioses,"Anuel AA, Ozuna",Dominican Republic,2021-01,1
9776,Only You Freestyle,"Headie One, Drake",United Kingdom,2020-07,1
9777,Rozdělený světy,Viktor Sheen,Czech Republic,2020-10,1
9778,t h e . c l i m b . b a c k,J. Cole,United States,2020-07,1
9779,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",Dominican Republic,2020-07,1
9780,ziarnko do ziarnka,chillwagon,Poland,2020-10,1
9781,Viktoria,"Melisses, DJ Kas",Greece,2020-09,1
9782,Phone Call,"Amuly, Ian, andrei",Romania,2020-10,1
9783,BLACKJACK,"Soobin Hoang Son, Binz",Vietnam,2020-12,1
9784,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",El Salvador,2020-07,1
9785,willow,Taylor Swift,Philippines,2020-12,1
9786,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Paraguay,2020-07,1
9787,BXL ZOO,"Damso, Hamza",Belgium,2020-09,1
9788,Influenza,"Taco Hemingway, Gruby Mielzky, Borucci",Poland,2020-08,1
9789,Demonio (feat. Sfera Ebbasta),Capo Plaza,Italy,2021-01,1
9790,Me Gusta (with Cardi B & Myke Towers),Anitta,Brazil,2020-09,1
9791,the 1,Taylor Swift,United States,2020-07,1
9792,Cadillac,"MORGENSHTERN, Eldzhey",Ukraine,2020-07,1
9793,Lacri-ma,Gazzelle,Italy,2020-11,1
9794,Frida,BEHM,Finland,2020-09,1
9795,Wieder da (feat. M.A.K & ACO),"MITCH RECORDS, M.A.K.",Lithuania,2020-08,1
9796,Il Mio Paradiso,Steven Rosvell,Latvia,2020-07,1
9797,Chukove,"Marso, Fyre, Bobkata",Bulgaria,2021-01,1
9798,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",Nicaragua,2020-07,1
9799,Andere Welt,"Capital Bra, Clueso, KC Rebell",Austria,2020-07,1
9800,Mood (feat. iann dior),24kGoldn,Belgium,2020-08,1
9801,Jerusalema (feat. Nomcebo Zikode),Master KG,South Africa,2020-09,1
9802,All I Want for Christmas Is You,Mariah Carey,Estonia,2020-12,1
9803,my future,Billie Eilish,Hong Kong,2020-07,1
9804,Botella Tras Botella,"Gera MX, Christian Nodal",Honduras,2021-05,1
9805,What’s Next,Drake,Luxembourg,2021-03,1
9806,Fokak,"Double Zuksh, 3enba",Egypt,2021-02,1
9807,Agria Zwa,"Trannos, Billy Sio, Light, Lil Riico",Greece,2021-02,1
9808,SYGL (feat. Shindy),Cro,Austria,2021-03,1
9809,DÁKITI,"Bad Bunny, Jhay Cortez",Colombia,2020-10,1
9810,Rocco,"PRNY, Ian, Amuly",Romania,2020-11,1
9811,Đi Về Nhà,"Đen, JustaTee",Vietnam,2020-12,1
9812,What’s Next,Drake,United Kingdom,2021-03,1
9813,Heat Waves,Glass Animals,Australia,2021-01,1
9814,กีดกัน (Skyline) - Ost. แปลรักฉันด้วยใจเธอ,Billkin,Thailand,2020-11,1
9815,BICHOTA,KAROL G,Mexico,2021-02,1
9816,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,Romania,2020-09,1
9817,ТЫ ГОРИШЬ КАК ОГОНЬ,SLAVA MARLOW,Ukraine,2021-03,1
9818,Your Power,Billie Eilish,Finland,2021-05,1
9819,B.L.F.L.,"Azet, Capital Bra",Switzerland,2020-10,1
9820,my future,Billie Eilish,Global,2020-07,1
9821,Celebrity,IU,Thailand,2021-01,1
9822,What’s Next,Drake,Global,2021-03,1
9823,Your Power,Billie Eilish,Lithuania,2021-05,1
9824,Verdansk,Dave,United Kingdom,2021-07,1
9825,7+3,Ultimo,Italy,2020-12,1
9826,Médusa,Landy,France,2021-01,1
9827,Kuningaskobra (Vain elämää kausi 11),STIG,Finland,2020-10,1
9828,positions,Ariana Grande,Philippines,2020-10,1
9829,MONTERO (Call Me By Your Name),Lil Nas X,Australia,2021-05,1
9830,Snowman,Sia,Norway,2020-12,1
9831,Brown Munde,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",India,2021-03,1
9832,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Taiwan,2021-04,1
9833,Woah,"Calinacho, Ian, Azteca",Romania,2021-03,1
