,title,artist,region,year,n,Rank
4639,1-800-273-8255,"Logic, Alessia Cara, Khalid",Thailand,2017,125,20
4640,Sweater Weather,The Neighbourhood,United States,2021,363,1
4641,Heat Waves,Glass Animals,United States,2021,363,2
4642,No Role Modelz,J. Cole,United States,2021,363,3
4643,Levitating (feat. DaBaby),Dua Lipa,United States,2021,362,4
4644,All Girls Are The Same,Juice WRLD,United States,2021,362,5
4645,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",United States,2021,362,6
4646,20 Min,Lil Uzi Vert,United States,2021,362,7
4647,Good Days,SZA,United States,2021,362,8
4648,Blinding Lights,The Weeknd,United States,2021,362,9
4649,Lucid Dreams,Juice WRLD,United States,2021,362,10
4650,Daddy Issues,The Neighbourhood,United States,2021,361,11
4651,Martin & Gina,Polo G,United States,2021,361,12
4652,Wishing Well,Juice WRLD,United States,2021,361,13
4653,Come & Go (with Marshmello),Juice WRLD,United States,2021,361,14
4654,Circles,Post Malone,United States,2021,361,15
4655,DÁKITI,"Bad Bunny, Jhay Cortez",United States,2021,360,16
4656,Robbery,Juice WRLD,United States,2021,360,17
4657,my ex's best friend (with blackbear),Machine Gun Kelly,United States,2021,357,18
4658,drivers license,Olivia Rodrigo,United States,2021,355,19
4659,Mr. Brightside,The Killers,United States,2021,354,20
4660,Amante Não Tem Lar - Ao Vivo,Marília Mendonça,Brazil,2017,391,1
4661,Paredes - Ao Vivo,Jorge & Mateus,Brazil,2017,362,2
4662,Te Assumi Pro Brasil - Ao Vivo,Matheus & Kauan,Brazil,2017,362,3
4663,Raspão (feat. Simone & Simaria) - Ao Vivo,Henrique & Diego,Brazil,2017,362,4
4664,Hear Me Now,"Alok, Bruno Martini, Zeeba",Brazil,2017,362,5
4665,Closer,"The Chainsmokers, Halsey",Brazil,2017,362,6
4666,Pra Sempre Com Você - Ao Vivo,Jorge & Mateus,Brazil,2017,362,7
4667,Olha a Explosão,MC Kevinho,Brazil,2017,362,8
4668,A Mala É Falsa - Ao Vivo,"Felipe Araújo, Henrique & Juliano",Brazil,2017,362,9
4669,Como Faz Com Ela - Ao Vivo,Marília Mendonça,Brazil,2017,362,10
4670,Regime Fechado - Ao Vivo,Simone & Simaria,Brazil,2017,362,11
4671,Treat You Better,Shawn Mendes,Brazil,2017,361,12
4672,Photograph,Ed Sheeran,Brazil,2017,361,13
4673,Meu Coração Deu PT - Ao Vivo,"Wesley Safadão, Matheus & Kauan",Brazil,2017,361,14
4674,Loka,"Simone & Simaria, Anitta",Brazil,2017,357,15
4675,Shape of You,Ed Sheeran,Brazil,2017,357,16
4676,Malbec (Part. DENNIS) (feat. DENNIS) - Ao Vivo,Henrique & Diego,Brazil,2017,355,17
4677,Singular,ANAVITÓRIA,Brazil,2017,353,18
4678,Starboy,"The Weeknd, Daft Punk",Brazil,2017,353,19
4679,Medo Bobo - Ao Vivo,Maiara & Maraisa,Brazil,2017,351,20
4680,Nonstop,Drake,Bulgaria,2018,17,1
4681,SICKO MODE,Travis Scott,Bulgaria,2018,17,2
4682,Taste (feat. Offset),Tyga,Bulgaria,2018,17,3
4683,Better Now,Post Malone,Bulgaria,2018,17,4
4684,Without Me,Halsey,Bulgaria,2018,16,5
4685,Mo Bamba,Sheck Wes,Bulgaria,2018,16,6
4686,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,Bulgaria,2018,16,7
4687,rockstar (feat. 21 Savage),Post Malone,Bulgaria,2018,15,8
4688,God is a woman,Ariana Grande,Bulgaria,2018,15,9
4689,Shallow,"Lady Gaga, Bradley Cooper",Bulgaria,2018,15,10
4690,In My Mind,"Dynoro, Gigi D'Agostino",Bulgaria,2018,15,11
4691,No Stylist (feat. Drake),French Montana,Bulgaria,2018,14,12
4692,Eastside (with Halsey & Khalid),benny blanco,Bulgaria,2018,14,13
4693,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Bulgaria,2018,14,14
4694,Venom - Music From The Motion Picture,Eminem,Bulgaria,2018,14,15
4695,ZEZE (feat. Travis Scott & Offset),Kodak Black,Bulgaria,2018,14,16
4696,Lucky You (feat. Joyner Lucas),Eminem,Bulgaria,2018,13,17
4697,SAD!,XXXTENTACION,Bulgaria,2018,13,18
4698,Woman Like Me (feat. Nicki Minaj),Little Mix,Bulgaria,2018,13,19
4699,Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",Bulgaria,2018,13,20
4700,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Colombia,2020,366,1
4701,Tusa,"KAROL G, Nicki Minaj",Colombia,2020,366,2
4702,Alguien Me Gusta,"Andy Rivera, Jhonny Rivera, Jessi Uribe",Colombia,2020,366,3
4703,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Colombia,2020,366,4
4704,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Colombia,2020,366,5
4705,LA CANCIÓN,"J Balvin, Bad Bunny",Colombia,2020,366,6
4706,Blanco,J Balvin,Colombia,2020,365,7
4707,Tutu,"Camilo, Pedro Capó",Colombia,2020,365,8
4708,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Colombia,2020,365,9
4709,Te Vi,"Piso 21, Micro TDH",Colombia,2020,365,10
4710,Blinding Lights,The Weeknd,Colombia,2020,365,11
4711,Callaita,"Bad Bunny, Tainy",Colombia,2020,365,12
4712,Fantasias,"Rauw Alejandro, Farruko",Colombia,2020,365,13
4713,Vete,Bad Bunny,Colombia,2020,365,14
4714,Dance Monkey,Tones And I,Colombia,2020,365,15
4715,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Colombia,2020,365,16
4716,Detente,"Mike Bahía, Danny Ocean",Colombia,2020,365,17
4717,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",Colombia,2020,365,18
4718,Don't Start Now,Dua Lipa,Colombia,2020,365,19
4719,Adicto (with Anuel AA & Ozuna),Tainy,Colombia,2020,364,20
4720,Believer,Imagine Dragons,Costa Rica,2018,365,1
4721,Perfect,Ed Sheeran,Costa Rica,2018,365,2
4722,Adiós Amor,Christian Nodal,Costa Rica,2018,365,3
4723,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Costa Rica,2018,365,4
4724,Dembow,Danny Ocean,Costa Rica,2018,365,5
4725,Esperándote,Manuel Turizo,Costa Rica,2018,365,6
4726,Escápate Conmigo (feat. Ozuna),Wisin,Costa Rica,2018,365,7
4727,Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Costa Rica,2018,365,8
4728,Bella,Wolfine,Costa Rica,2018,365,9
4729,Shape of You,Ed Sheeran,Costa Rica,2018,365,10
4730,Besos En Guerra,"Morat, Juanes",Costa Rica,2018,365,11
4731,Una Lady Como Tú,Manuel Turizo,Costa Rica,2018,365,12
4732,Se Preparó,Ozuna,Costa Rica,2018,365,13
4733,Otra vez (feat. J Balvin),Zion & Lennox,Costa Rica,2018,365,14
4734,Caraluna,Bacilos,Costa Rica,2018,365,15
4735,New Rules,Dua Lipa,Costa Rica,2018,365,16
4736,Robarte un Beso,"Carlos Vives, Sebastian Yatra",Costa Rica,2018,365,17
4737,Me Rehúso,Danny Ocean,Costa Rica,2018,365,18
4738,The Scientist,Coldplay,Costa Rica,2018,364,19
4739,Thunder,Imagine Dragons,Costa Rica,2018,364,20
4740,Thunder,Imagine Dragons,Czech Republic,2018,365,1
4741,Believer,Imagine Dragons,Czech Republic,2018,365,2
4742,Wolves,"Selena Gomez, Marshmello",Czech Republic,2018,364,3
4743,Without You (feat. Sandro Cavazza),Avicii,Czech Republic,2018,364,4
4744,Shape of You,Ed Sheeran,Czech Republic,2018,364,5
4745,Something Just Like This,"The Chainsmokers, Coldplay",Czech Republic,2018,364,6
4746,Whatever It Takes,Imagine Dragons,Czech Republic,2018,364,7
4747,Perfect,Ed Sheeran,Czech Republic,2018,364,8
4748,IDGAF,Dua Lipa,Czech Republic,2018,364,9
4749,More Than You Know,Axwell /\ Ingrosso,Czech Republic,2018,364,10
4750,I Like Me Better,Lauv,Czech Republic,2018,363,11
4751,Save That Shit,Lil Peep,Czech Republic,2018,363,12
4752,New Rules,Dua Lipa,Czech Republic,2018,362,13
4753,Let You Down,NF,Czech Republic,2018,362,14
4754,Feel It Still,Portugal. The Man,Czech Republic,2018,362,15
4755,All Falls Down (feat. Juliander),"Alan Walker, Noah Cyrus, Digital Farm Animals",Czech Republic,2018,361,16
4756,Stargazing,"Kygo, Justin Jesso",Czech Republic,2018,360,17
4757,Closer,"The Chainsmokers, Halsey",Czech Republic,2018,360,18
4758,Demons,Imagine Dragons,Czech Republic,2018,353,19
4759,Wonderwall - Remastered,Oasis,Czech Republic,2018,353,20
4760,Callaita,"Bad Bunny, Tainy",Dominican Republic,2021,334,1
4761,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Dominican Republic,2021,334,2
4762,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Dominican Republic,2021,334,3
4763,Una Locura,"Ozuna, J Balvin, Chencho Corleone",Dominican Republic,2021,334,4
4764,La Santa,"Bad Bunny, Daddy Yankee",Dominican Republic,2021,334,5
4765,TE MUDASTE,Bad Bunny,Dominican Republic,2021,334,6
4766,Ignorantes,"Bad Bunny, Sech",Dominican Republic,2021,334,7
4767,BOOKER T,Bad Bunny,Dominican Republic,2021,334,8
4768,Una Vez,"Bad Bunny, Mora",Dominican Republic,2021,334,9
4769,LA CANCIÓN,"J Balvin, Bad Bunny",Dominican Republic,2021,334,10
4770,DÁKITI,"Bad Bunny, Jhay Cortez",Dominican Republic,2021,334,11
4771,Otra Noche en Miami,Bad Bunny,Dominican Republic,2021,334,12
4772,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Dominican Republic,2021,334,13
4773,Hawái,Maluma,Dominican Republic,2021,334,14
4774,Tattoo - Remix with Camilo,Rauw Alejandro,Dominican Republic,2021,334,15
4775,A Tu Merced,Bad Bunny,Dominican Republic,2021,334,16
4776,Hasta Que Dios Diga,"Anuel AA, Bad Bunny",Dominican Republic,2021,334,17
4777,Vida de Rico,Camilo,Dominican Republic,2021,334,18
4778,HACIENDO QUE ME AMAS,Bad Bunny,Dominican Republic,2021,334,19
4779,Reloj,"Rauw Alejandro, Anuel AA",Dominican Republic,2021,334,20
4780,Vivo Pensando En Ti (feat. Maluma),Felipe Peláez,Ecuador,2018,365,1
4781,Besos En Guerra,"Morat, Juanes",Ecuador,2018,365,2
4782,Suena El Dembow,"Joey Montana, Sebastian Yatra",Ecuador,2018,365,3
4783,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Ecuador,2018,365,4
4784,Dembow,Danny Ocean,Ecuador,2018,365,5
4785,Bella,Wolfine,Ecuador,2018,365,6
4786,Caraluna,Bacilos,Ecuador,2018,365,7
4787,Robarte un Beso,"Carlos Vives, Sebastian Yatra",Ecuador,2018,365,8
4788,Amantes,"Greeicy, Mike Bahía",Ecuador,2018,365,9
4789,Échame La Culpa,"Luis Fonsi, Demi Lovato",Ecuador,2018,365,10
4790,Shape of You,Ed Sheeran,Ecuador,2018,365,11
4791,Me Rehúso,Danny Ocean,Ecuador,2018,365,12
4792,Believer,Imagine Dragons,Ecuador,2018,365,13
4793,Otra vez (feat. J Balvin),Zion & Lennox,Ecuador,2018,365,14
4794,La flaca,Jarabe De Palo,Ecuador,2018,365,15
4795,Por Hacerme el Bueno,Bacilos,Ecuador,2018,365,16
4796,Esperándote,Manuel Turizo,Ecuador,2018,365,17
4797,Una Lady Como Tú,Manuel Turizo,Ecuador,2018,365,18
4798,Se Preparó,Ozuna,Ecuador,2018,364,19
4799,New Rules,Dua Lipa,Ecuador,2018,364,20
4800,Sindbad,Marwan Pablo,Egypt,2020,366,1
4801,Falling,Trevor Daniel,Egypt,2020,366,2
4802,Basha E3temed,"Abyusif, Abo El Anwar",Egypt,2020,366,3
4803,Señorita,"Shawn Mendes, Camila Cabello",Egypt,2020,366,4
4804,bad guy,Billie Eilish,Egypt,2020,366,5
4805,نهاية العالم,Marwan Moussa,Egypt,2020,366,6
4806,The Box,Roddy Ricch,Egypt,2020,366,7
4807,Blinding Lights,The Weeknd,Egypt,2020,366,8
4808,كدا كدا,Wegz,Egypt,2020,366,9
4809,lovely (with Khalid),Billie Eilish,Egypt,2020,366,10
4810,Kan Lak Ma'aya (Feat. Umm Kulthum),Cairokee,Egypt,2020,366,11
4811,البوصلة ضاعت,Marwan Moussa,Egypt,2020,366,12
4812,Dance Monkey,Tones And I,Egypt,2020,366,13
4813,باظت,Wegz,Egypt,2020,366,14
4814,Let Me Down Slowly,Alec Benjamin,Egypt,2020,365,15
4815,everything i wanted,Billie Eilish,Egypt,2020,365,16
4816,Someone You Loved,Lewis Capaldi,Egypt,2020,365,17
4817,Without Me,Halsey,Egypt,2020,364,18
4818,Elvaranda,"Shahyn, L5VAV",Egypt,2020,364,19
4819,Sout Baga3,Shahyn,Egypt,2020,363,20
4820,Ya No Tiene Novio,"Sebastian Yatra, Mau y Ricky",El Salvador,2019,365,1
4821,La player (Bandolera),Zion & Lennox,El Salvador,2019,365,2
4822,Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",El Salvador,2019,365,3
4823,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,El Salvador,2019,365,4
4824,MIA (feat. Drake),Bad Bunny,El Salvador,2019,365,5
4825,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",El Salvador,2019,365,6
4826,Ni Gucci Ni Prada,Kenny Man,El Salvador,2019,365,7
4827,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",El Salvador,2019,365,8
4828,Adan y Eva,Paulo Londra,El Salvador,2019,365,9
4829,Baby Girl (feat. Lalo Ebratt),Mario Bautista,El Salvador,2019,365,10
4830,Si Estuviésemos Juntos,Bad Bunny,El Salvador,2019,365,11
4831,Believer,Imagine Dragons,El Salvador,2019,365,12
4832,Créeme,"KAROL G, Maluma",El Salvador,2019,365,13
4833,Amanece,"Anuel AA, Haze",El Salvador,2019,365,14
4834,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,El Salvador,2019,365,15
4835,Calma - Remix,"Pedro Capó, Farruko",El Salvador,2019,365,16
4836,Te Vi,"Piso 21, Micro TDH",El Salvador,2019,365,17
4837,Me Rehúso,Danny Ocean,El Salvador,2019,365,18
4838,Sola,Manuel Turizo,El Salvador,2019,364,19
4839,Amigos Con Derechos,"Reik, Maluma",El Salvador,2019,364,20
4840,Shape of You,Ed Sheeran,Estonia,2017,256,1
4841,Believer,Imagine Dragons,Estonia,2017,200,2
4842,Solo Dance,Martin Jensen,Estonia,2017,190,3
4843,Something Just Like This,"The Chainsmokers, Coldplay",Estonia,2017,178,4
4844,Congratulations,"Post Malone, Quavo",Estonia,2017,172,5
4845,HUMBLE.,Kendrick Lamar,Estonia,2017,171,6
4846,Despacito (Featuring Daddy Yankee),Luis Fonsi,Estonia,2017,155,7
4847,Stay (with Alessia Cara),Zedd,Estonia,2017,155,8
4848,It Ain't Me (with Selena Gomez),Kygo,Estonia,2017,149,9
4849,Issues,Julia Michaels,Estonia,2017,149,10
4850,Symphony (feat. Zara Larsson),Clean Bandit,Estonia,2017,146,11
4851,Call On Me - Ryan Riback Extended Remix,Starley,Estonia,2017,146,12
4852,Scared to Be Lonely,"Martin Garrix, Dua Lipa",Estonia,2017,145,13
4853,Paris,The Chainsmokers,Estonia,2017,144,14
4854,Mask Off,Future,Estonia,2017,144,15
4855,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Estonia,2017,143,16
4856,Thunder,Imagine Dragons,Estonia,2017,141,17
4857,Unforgettable,"French Montana, Swae Lee",Estonia,2017,137,18
4858,Galway Girl,Ed Sheeran,Estonia,2017,129,19
4859,Slide (feat. Frank Ocean & Migos),"Calvin Harris, Funk Wav",Estonia,2017,125,20
4860,Solmussa (feat. BEHM),Pikku G,Finland,2018,363,1
4861,Esson baariin,Poju,Finland,2018,363,2
4862,Nössö,"Petri Nygård, Vesku Jokinen",Finland,2018,363,3
4863,Popkorni,JVG,Finland,2018,363,4
4864,"Kynnet, Kynnet","Pyhimys, Vesta",Finland,2018,361,5
4865,Believer,Imagine Dragons,Finland,2018,355,6
4866,Shape of You,Ed Sheeran,Finland,2018,353,7
4867,Antaudun,Reino Nordin,Finland,2018,353,8
4868,Jättiläinen,"Pyhimys, Aksel Kankaanranta",Finland,2018,353,9
4869,Monaco,Aste,Finland,2018,347,10
4870,Ota varovasti,Vesta,Finland,2018,343,11
4871,Surulapsi (Vain elämää kausi 7),Cheek,Finland,2018,338,12
4872,Rikkinäinen Prinsessa,Nikke Ankara,Finland,2018,317,13
4873,Enkelit,Cheek,Finland,2018,309,14
4874,SAD!,XXXTENTACION,Finland,2018,305,15
4875,Jocelyn Flores,XXXTENTACION,Finland,2018,297,16
4876,Hombre (feat. Vesala),JVG,Finland,2018,290,17
4877,Havana (feat. Young Thug),Camila Cabello,Finland,2018,288,18
4878,Satutat mua,TIPPA,Finland,2018,285,19
4879,TEXAS (feat. JVG),Haloo Helsinki!,Finland,2018,282,20
4880,500 PS,"Bonez MC, RAF Camora",Germany,2019,364,1
4881,Sweet but Psycho,Ava Max,Germany,2019,361,2
4882,Dior 2001,RIN,Germany,2019,360,3
4883,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,Germany,2019,359,4
4884,In My Mind,"Dynoro, Gigi D'Agostino",Germany,2019,357,5
4885,Tausend Tattoos,Sido,Germany,2019,356,6
4886,Someone You Loved,Lewis Capaldi,Germany,2019,356,7
4887,Was du Liebe nennst,Bausa,Germany,2019,343,8
4888,Shallow,"Lady Gaga, Bradley Cooper",Germany,2019,338,9
4889,Prinzessa,Capital Bra,Germany,2019,338,10
4890,Lambo Diablo GT (feat. Nimo & Juju) - Remix,Capo,Germany,2019,326,11
4891,Benzema,Capital Bra,Germany,2019,318,12
4892,Yapma,C ARMA,Germany,2019,315,13
4893,Don't Call Me Up,Mabel,Germany,2019,312,14
4894,DNA,"KC Rebell, Summer Cem, Capital Bra",Germany,2019,312,15
4895,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Germany,2019,310,16
4896,Gib Ihm,Shirin David,Germany,2019,302,17
4897,Kokain,"Bonez MC, RAF Camora, Gzuz",Germany,2019,300,18
4898,Viva la Dealer,"SDP, Capital Bra",Germany,2019,292,19
4899,Casanova,"Summer Cem, Bausa",Germany,2019,291,20
4900,Believer,Imagine Dragons,Global,2021,354,1
4901,positions,Ariana Grande,Global,2021,354,2
4902,Blinding Lights,The Weeknd,Global,2021,354,3
4903,Mood (feat. iann dior),24kGoldn,Global,2021,354,4
4904,Sweater Weather,The Neighbourhood,Global,2021,354,5
4905,Levitating (feat. DaBaby),Dua Lipa,Global,2021,354,6
4906,Before You Go,Lewis Capaldi,Global,2021,354,7
4907,lovely (with Khalid),Billie Eilish,Global,2021,354,8
4908,Don't Start Now,Dua Lipa,Global,2021,354,9
4909,Watermelon Sugar,Harry Styles,Global,2021,354,10
4910,Dance Monkey,Tones And I,Global,2021,354,11
4911,Perfect,Ed Sheeran,Global,2021,354,12
4912,Dynamite,BTS,Global,2021,354,13
4913,Shape of You,Ed Sheeran,Global,2021,354,14
4914,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Global,2021,354,15
4915,Someone You Loved,Lewis Capaldi,Global,2021,354,16
4916,DÁKITI,"Bad Bunny, Jhay Cortez",Global,2021,354,17
4917,Heat Waves,Glass Animals,Global,2021,354,18
4918,Circles,Post Malone,Global,2021,354,19
4919,The Business,Tiësto,Global,2021,353,20
4920,SICKO MODE,Travis Scott,Greece,2019,365,1
4921,rockstar (feat. 21 Savage),Post Malone,Greece,2019,365,2
4922,GANGSTA,"SNIK, A!MS",Greece,2019,365,3
4923,De Me Theloun,Fy,Greece,2019,365,4
4924,Mosca,Light,Greece,2019,365,5
4925,when the party's over,Billie Eilish,Greece,2019,365,6
4926,GANGO,"SNIK, Noizy",Greece,2019,365,7
4927,Ksero Mana,Saske,Greece,2019,365,8
4928,Without Me,Halsey,Greece,2019,362,9
4929,Wow.,Post Malone,Greece,2019,361,10
4930,Medusa,SNIK,Greece,2019,360,11
4931,Gigi,"Rina, Sin Boy",Greece,2019,356,12
4932,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Greece,2019,355,13
4933,Shallow,"Lady Gaga, Bradley Cooper",Greece,2019,353,14
4934,Sweet but Psycho,Ava Max,Greece,2019,353,15
4935,Ju Ju,"Sin Boy, Skerdi",Greece,2019,352,16
4936,7 rings,Ariana Grande,Greece,2019,348,17
4937,Someone You Loved,Lewis Capaldi,Greece,2019,346,18
4938,goosebumps,Travis Scott,Greece,2019,346,19
4939,Let Me Down Slowly,Alec Benjamin,Greece,2019,338,20
4940,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",Guatemala,2021,333,1
4941,Devuélveme a mi chica,Hombres G,Guatemala,2021,333,2
4942,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Guatemala,2021,333,3
4943,La Santa,"Bad Bunny, Daddy Yankee",Guatemala,2021,333,4
4944,Ignorantes,"Bad Bunny, Sech",Guatemala,2021,333,5
4945,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Guatemala,2021,333,6
4946,Tú,Carin Leon,Guatemala,2021,333,7
4947,Bandido,"Myke Towers, Juhn",Guatemala,2021,333,8
4948,DÁKITI,"Bad Bunny, Jhay Cortez",Guatemala,2021,333,9
4949,La Forma en Que Me Miras,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",Guatemala,2021,333,10
4950,El Tóxico,"Grupo Firme, Carin Leon",Guatemala,2021,333,11
4951,Yo Ya No Vuelvo Contigo - En Vivo,"Lenin Ramírez, Grupo Firme",Guatemala,2021,333,12
4952,Tusa,"KAROL G, Nicki Minaj",Guatemala,2021,333,13
4953,A Tu Merced,Bad Bunny,Guatemala,2021,333,14
4954,Chica Ideal,"Sebastian Yatra, Guaynaa",Guatemala,2021,333,15
4955,Si Veo a Tu Mamá,Bad Bunny,Guatemala,2021,333,16
4956,Cerrando Ciclos,Banda MS de Sergio Lizárraga,Guatemala,2021,333,17
4957,HACIENDO QUE ME AMAS,Bad Bunny,Guatemala,2021,333,18
4958,Callaita,"Bad Bunny, Tainy",Guatemala,2021,333,19
4959,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",Guatemala,2021,333,20
4960,Me Rehúso,Danny Ocean,Honduras,2019,365,1
4961,La player (Bandolera),Zion & Lennox,Honduras,2019,365,2
4962,Estamos Bien,Bad Bunny,Honduras,2019,365,3
4963,MIA (feat. Drake),Bad Bunny,Honduras,2019,365,4
4964,Adictiva,"Daddy Yankee, Anuel AA",Honduras,2019,365,5
4965,La Romana,"Bad Bunny, El Alfa",Honduras,2019,365,6
4966,Amanece,"Anuel AA, Haze",Honduras,2019,365,7
4967,Solo de Mi,Bad Bunny,Honduras,2019,365,8
4968,Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",Honduras,2019,365,9
4969,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Honduras,2019,365,10
4970,Lamento Boliviano,Los Enanitos Verdes,Honduras,2019,365,11
4971,Calma - Remix,"Pedro Capó, Farruko",Honduras,2019,365,12
4972,Adan y Eva,Paulo Londra,Honduras,2019,365,13
4973,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,Honduras,2019,365,14
4974,Caro,Bad Bunny,Honduras,2019,365,15
4975,Hookah & Sheridan s,Tommy Boysen,Honduras,2019,365,16
4976,Te Vi,"Piso 21, Micro TDH",Honduras,2019,365,17
4977,Si Estuviésemos Juntos,Bad Bunny,Honduras,2019,365,18
4978,NI BIEN NI MAL,Bad Bunny,Honduras,2019,365,19
4979,Créeme,"KAROL G, Maluma",Honduras,2019,365,20
4980,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Hungary,2017,359,1
4981,Solo Dance,Martin Jensen,Hungary,2017,358,2
4982,Shape of You,Ed Sheeran,Hungary,2017,357,3
4983,Human,Rag'n'Bone Man,Hungary,2017,357,4
4984,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Hungary,2017,351,5
4985,Tuesday,"Burak Yeter, Danelle Sandoval",Hungary,2017,349,6
4986,Stressed Out,Twenty One Pilots,Hungary,2017,346,7
4987,Call On Me - Ryan Riback Extended Remix,Starley,Hungary,2017,344,8
4988,Despacito (Featuring Daddy Yankee),Luis Fonsi,Hungary,2017,342,9
4989,No Lie,"Sean Paul, Dua Lipa",Hungary,2017,338,10
4990,Scared to Be Lonely,"Martin Garrix, Dua Lipa",Hungary,2017,334,11
4991,Believer,Imagine Dragons,Hungary,2017,331,12
4992,Shed a Light,"Robin Schulz, David Guetta, Cheat Codes",Hungary,2017,329,13
4993,You Don't Know Me - Radio Edit,"Jax Jones, RAYE",Hungary,2017,328,14
4994,Élnünk Kellett Volna,"Halott Pénz, Agebeat & Kovary",Hungary,2017,320,15
4995,Congratulations,"Post Malone, Quavo",Hungary,2017,319,16
4996,It Ain't Me (with Selena Gomez),Kygo,Hungary,2017,313,17
4997,Closer,"The Chainsmokers, Halsey",Hungary,2017,313,18
4998,Cheap Thrills,Sia,Hungary,2017,311,19
4999,Heathens,Twenty One Pilots,Hungary,2017,310,20
5000,Best Part (feat. Daniel Caesar),H.E.R.,Indonesia,2018,365,1
5001,Wolves,"Selena Gomez, Marshmello",Indonesia,2018,365,2
5002,Say You Won't Let Go,James Arthur,Indonesia,2018,365,3
5003,Perfect,Ed Sheeran,Indonesia,2018,365,4
5004,Too Good At Goodbyes,Sam Smith,Indonesia,2018,365,5
5005,Closer,"The Chainsmokers, Halsey",Indonesia,2018,365,6
5006,Kangen,Dewa 19,Indonesia,2018,365,7
5007,I Like Me Better,Lauv,Indonesia,2018,365,8
5008,Untitled,MALIQ & D'Essentials,Indonesia,2018,365,9
5009,Mama,"Jonas Blue, William Singe",Indonesia,2018,365,10
5010,You,Ten2Five,Indonesia,2018,365,11
5011,That's What I Like,Bruno Mars,Indonesia,2018,365,12
5012,Dusk Till Dawn - Radio Edit,"ZAYN, Sia",Indonesia,2018,365,13
5013,Seberapa Pantas,Sheila On 7,Indonesia,2018,365,14
5014,Akad,Payung Teduh,Indonesia,2018,365,15
5015,Attention,Charlie Puth,Indonesia,2018,365,16
5016,Thunder,Imagine Dragons,Indonesia,2018,365,17
5017,Something Just Like This,"The Chainsmokers, Coldplay",Indonesia,2018,365,18
5018,Seperti Yang Kau Minta,Chrisye,Indonesia,2018,365,19
5019,Remaja,Hivi!,Indonesia,2018,365,20
5020,Senza Di Me (feat. Venerus & Franco126),Gemitaiz,Italy,2019,365,1
5021,Pianeti,Ultimo,Italy,2019,365,2
5022,Cascare nei tuoi occhi,Ultimo,Italy,2019,365,3
5023,90MIN,Salmo,Italy,2019,365,4
5024,Ti dedico il silenzio,Ultimo,Italy,2019,365,5
5025,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,Italy,2019,365,6
5026,Uno squillo,Capo Plaza,Italy,2019,364,7
5027,Fuoco e benzina,Emis Killa,Italy,2019,364,8
5028,Non Abbiamo Età,Luche,Italy,2019,363,9
5029,2% (feat. Frah Quintale),Guè Pequeno,Italy,2019,363,10
5030,D'estate non vale (feat. Ana Mena),Fred De Palma,Italy,2019,360,11
